Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-06-01T04:00:00Z,10,291578,8.4,406856,8.77,7177.043,4.9,260579,7.6,542316,28.502,20845.639,93.2,9847878,72.783,8290011,175.983,18429467,8.7,144842,13.1148514851,336532.950495,10,321767,15.9,1369844,121.6,4896893,5.3,201041,14.2,496789,64.3,3073221,35.8,918644,22.6851485149,582111.049505,63.9,4522619,145.187148515,6992208.6885,114.114851485,6156658.9505,144.1,23797664,100.5,2238555,145.47,3978291.043,28,2602063
2018-06-01T05:00:00Z,9,291579,8.4,406858,8.643,7177.043,4.9,260579,7.3,542316,24.705,20849.131,71.1,9847883,74.3,8290016,154.4,18429478,8.2,144844,13.1148514851,336534.782178,10,321767,15.9,1369847,121.6,4896899,5.3,201041,14.2,496791,64.3,3073226,35.8,918649,22.6851485149,582114.217822,63.9,4522624,141.390148515,6992225.34882,109.314851485,6156672.78218,143.3,23797680,100.5,2238560,145.043,3978298.043,23.7,2602068
2018-06-01T06:00:00Z,9,291589,7.5,406865,8.527,7187.228,4.9,260584,6.8,542324,25.402,20870.004,57.5,9847949,72.5,8290088,139,18429626,9.1,144852,12.7485148515,336547.60396,9.4,321776,16.3,1369863,130.1,4897017,5.4,201046,19.4,496804,49.7,3073276,34.8,918684,22.0514851485,582136.39604,61.8,4522685,144.953485149,6992358.40004,122.748514851,6156776.60396,177.2,23797828,102.7,2238650,145.227,3978432.228,51.2,2602101
2018-06-01T07:00:00Z,9,291597,7.7,406873,8.713,7195.787,4.8,260589,7.3,542331,23.84,20895.658,55.5,9848011,71.85,8290154,136.35,18429762,2.2,144855,12.3455445545,336560.425743,9.5,321786,15.3,1369879,122,4897143,5.6,201052,13.6,496821,59.4,3073331,33.7,918719,21.3544554455,582158.574257,61.3,4522747,135.394455446,6992501.23226,124.345544554,6156874.42574,147.4,23797974,92.3,2238736,135.913,3978562.787,50.4,2602128
2018-06-01T08:00:00Z,8,291606,7.5,406881,8.387,7204.459,4.3,260593,5.8,542337,21.318,20921.488,54,9848066,65.617,8290221,127.617,18429893,2.2,144857,11.8693069307,336572.148515,9.3,321795,15.1,1369894,136.3,4897269,5.3,201057,13.1,496834,45.1,3073376,32.4,918751,20.5306930693,582178.851485,58.6,4522807,128.648693069,6992635.33949,82.4693069307,6156958.14851,135.7,23798116,88.9,2238833,129.487,3978700.459,23.3,2602153
2018-06-01T09:00:00Z,11,291615,7.6,406889,8.1,7212.53,4.3,260598,5.9,542343,21.612,20942.674,52.3,9848121,65.567,8290283,128.867,18430019,2.2,144859,11.6128712871,336584.237624,8.9,321805,14.5,1369909,107.5,4897386,5.3,201063,11.9,496847,43.2,3073421,31.7,918784,20.0871287129,582199.762376,57.6,4522864,125.699128713,6992762.43638,107.312871287,6157038.23762,134.3,23798250,98.4,2238927,138.5,3978837.53,50.3,2602174
2018-06-01T10:00:00Z,8,291624,7,406896,7.997,7220.56,4.1,260602,5.7,542349,26.915,20968.59,50.4,9848173,64.717,8290348,123.117,18430145,3.5,144862,11.4663366337,336595.227723,6.1,321812,14.6,1369924,124.9,4897501,5.4,201069,12.4,496859,43.9,3073466,31.3,918814,19.8336633663,582218.772277,57.2,4522920,130.948663366,6992890.36228,83.4663366337,6157121.22772,163.6,23798392,108.6,2239033,144.897,3978981.56,24.6,2602198
2018-06-01T11:00:00Z,7,291631,7,406903,7.57,7228.386,4.3,260607,5.5,542354,24.607,20992.863,51.7,9848226,81.267,8290426,139.967,18430283,3.4,144864,13.3712871287,336608.049505,6,321819,13.6,1369937,129.8,4897631,5.2,201074,15,496872,44,3073511,36.5,918849,23.1287128713,582240.950495,56.3,4522978,132.635712871,6993020.8135,82.6712871287,6157203.0495,163.1,23798560,158.3,2239189,193.87,3979174.386,21.9,2602220
2018-06-01T12:00:00Z,7,291639,7,406910,7.643,7236.047,4.5,260611,6.7,542361,22.73,21015.713,51.3,9848281,77.433,8290506,135.733,18430426,2.1,144866,11.9059405941,336620.871287,5.9,321824,13.8,1369952,151.9,4897790,5.3,201079,14,496887,42.7,3073556,32.5,918884,20.5940594059,582263.128713,57.1,4523034,128.224059406,6993151.84171,80.3059405941,6157290.87129,172,23798734,158.3,2239347,195.343,3979368.047,23.6,2602248
2018-06-01T13:00:00Z,7,291645,7.3,406918,5.827,7243.726,4.2,260615,7,542367,27.058,21042.111,52.3,9848336,81.167,8290584,140.467,18430565,2.3,144869,13.1148514851,336633.693069,6.2,321831,14.1,1369966,161.9,4897956,5.5,201084,13.1,496901,48.4,3073601,35.8,918919,22.6851485149,582285.306931,53.5,4523088,130.443148515,6993282.41793,89.0148514851,6157376.69307,203.8,23798916,160.6,2239515,196.627,3979573.726,25.2,2602273
2018-06-01T14:00:00Z,8,291652,6.6,406925,9.443,7252.821,4.4,260619,7.3,542375,25.47,21067.926,79.1,9848393,87.4,8290669,174.5,18430714,3.5,144872,13.8475247525,336646.514851,6,321837,14.3,1369980,147.8,4898110,5.8,201090,15.2,496916,60.8,3073661,37.8,918954,23.9524752475,582307.485149,56.3,4523143,135.222475248,6993414.41115,107.447524752,6157482.51485,197.1,23799108,169.8,2239685,209.343,3979783.821,29.3,2602303
2018-06-01T15:00:00Z,9,291660,10.5,406933,9,7262.114,4.4,260624,9.3,542382,28.532,21093.922,58.2,9848448,84.25,8290752,151.45,18430860,2.2,144875,16.5584158416,336659.336634,6.2,321844,14.7,1369995,155.8,4898275,5.8,201095,15.6,496931,52.9,3073711,45.2,918989,28.6415841584,582329.663366,63.4,4523198,150.873584158,6993547.58537,95.0584158416,6157575.33663,191.8,23799314,159.9,2239852,205.1,3979992.114,23.4,2602330
2018-06-01T16:00:00Z,8,291669,6.6,406941,8.947,7271.307,5.4,260628,11.9,542390,24.883,21120.189,70.6,9848513,89.717,8290841,168.317,18431023,2.4,144880,13.5910891089,336674.356436,6.3,321850,17.9,1370013,174.3,4898441,5.9,201100,21.5,496946,50.7,3073766,37.1,919030,23.5089108911,582355.643564,55.5,4523259,143.291910891,6993693.83256,89.6910891089,6157678.35644,225.5,23799536,156.9,2240013,201.947,3980193.307,23,2602358
2018-06-01T17:00:00Z,8,291675,6.8,406948,10.15,7280.225,5,260633,12.1,542401,25.862,21146.098,52.3,9848578,102.717,8290948,163.017,18431201,2.3,144883,15.202970297,336688.643564,7.1,321856,17.9,1370030,183.2,4898611,5.8,201107,15.2,496966,71.4,3073816,41.5,919069,26.297029703,582380.356436,62.2,4523319,147.459029703,6993841.45444,117.602970297,6157771.64356,231,23799752,174.3,2240185,221.25,3980410.225,28.7,2602384
2018-06-01T18:00:00Z,10,291689,7,406958,9.527,7290.282,5,260638,7.8,542414,25.307,21169.115,60.1,9848639,94.217,8291044,164.317,18431372,2.4,144885,13.6277227723,336703.29703,6.5,321863,17.8,1370048,185.3,4898795,6,201114,16,496981,53,3073873,37.2,919109,23.5722772277,582405.70297,56.3,4523379,138.979277228,6993982.81797,93.7277227723,6157874.29703,193.8,23799956,170.9,2240363,212.727,3980640.282,24.7,2602413
