Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-05-01T04:00:00Z,11,284227,14.4,398293,14.575,7441.863,7.3,255827,17.1,531663,27.198,20052.467,69.6,9799440,100.75,8221060,181.35,18304727,8.9,141658,14.5801980198,328881.643564,9.4,316816,15.6,1358412,136.1,4788955,4.2,197863,12.9,485322,66.2,3031624,39.8,897758,25.2198019802,568876.356436,64.2,4481580,145.11780198,6914242.82344,129.08019802,6082674.64356,210.9,23658470,109.1,2132805,176.075,3840708.863,39.4,2580511
2018-05-01T05:00:00Z,10,284229,14.4,398293,12.615,7442.979,19.1,255827,17.1,531666,28.708,20052.467,74.2,9799445,98.75,8221065,182.95,18304739,4.3,141658,14.5801980198,328883.108911,9.4,316818,14.2,1358412,127.4,4788966,4.1,197864,12.7,485322,62.2,3031629,39.8,897762,25.2198019802,568878.891089,61.7,4481585,142.52780198,6914250.35809,109.38019802,6082681.10891,181.4,23658482,109.1,2132811,185.815,3840721.979,28.3,2580511
2018-05-01T06:00:00Z,9,284239,27,398305,10.55,7453.85,18.2,255842,7.2,531678,26.865,20083.781,64.1,9799510,77.35,8221146,150.45,18304895,2.3,141663,14.6900990099,328895.930693,8.7,316827,13.1,1358427,138.4,4789098,3.8,197868,12.4,485334,52.5,3031684,40.1,897797,25.4099009901,568901.069307,60.9,4481645,138.67490099,6914390.85031,94.5900990099,6082782.93069,170.3,23658654,92.2,2132913,167.65,3840886.85,25.1,2580540
2018-05-01T07:00:00Z,9,284249,9.9,398315,11.1,7464.916,18.2,255854,7,531686,26.035,20109.623,59.1,9799572,72.667,8221220,140.767,18305041,2.3,141665,11.9059405941,328909.118812,8.6,316836,18,1358442,144.8,4789226,3.6,197872,11.6,485347,49.2,3031739,32.5,897833,20.5940594059,568923.881188,52.2,4481695,128.429059406,6914517.50419,86.1059405941,6082879.11881,172.8,23658818,91.7,2133016,150.1,3841043.916,22.7,2580566
2018-05-01T08:00:00Z,9,284257,9.8,398325,10.305,7475.69,5.7,255865,7,531693,24.025,20131.508,58,9799632,63.383,8221283,130.383,18305172,2,141668,14.1405940594,328923.405941,8.2,316845,12.7,1358457,114.5,4789347,3.6,197875,12.3,485362,46.6,3031784,38.6,897872,24.4594059406,568948.594059,53.5,4481750,126.984405941,6914649.10206,85.4405940594,6082965.40594,150,23658982,98.2,2133114,142.805,3841192.69,22.7,2580590
2018-05-01T09:00:00Z,9,284266,9.6,398335,10.065,7485.948,7.4,255872,6.6,531701,22.895,20156.973,57.2,9799693,62.167,8221350,128.367,18305309,2.1,141670,11.3198019802,328934.39604,8.1,316852,12,1358470,122.6,4789476,3.6,197879,11.1,485374,47.1,3031829,30.9,897902,19.5801980198,568967.60396,48.4,4481803,113.97519802,6914771.57696,79.5198019802,6083043.39604,146.3,23659130,95.1,2133213,140.465,3841337.948,19,2580610
2018-05-01T10:00:00Z,10,284275,9.8,398345,9.795,7495.97,6.9,255879,6.9,531706,23.153,20178.104,55.2,9799748,62.85,8221411,128.05,18305434,2,141672,11.3930693069,328945.386139,4.8,316860,11.2,1358482,133.3,4789606,3.6,197882,11.1,485387,44.9,3031879,31.1,897932,19.7069306931,568986.613861,47.7,4481851,112.859930693,6914884.71786,78.4930693069,6083126.38614,146.1,23659278,139.2,2133329,180.995,3841496.97,20.2,2580630
2018-05-01T11:00:00Z,7,284282,9.6,398354,10.06,7505.747,7.1,255887,6.7,531713,22.547,20203.58,54.9,9799803,77.067,8221490,138.967,18305575,2.2,141674,11.3564356436,328956.376238,4.9,316865,10.6,1358492,141.1,4789748,3.6,197886,11.5,485399,44.3,3031929,31,897962,19.6435643564,569005.623762,47.9,4481900,112.190564356,6915000.20376,78.6564356436,6083211.37624,183.7,23659458,149.5,2133491,191.46,3841701.747,20.8,2580652
2018-05-01T12:00:00Z,8,284290,9.5,398364,9.875,7516.132,7.1,255893,7.2,531721,26.578,20225.213,84.6,9799864,78.483,8221569,171.083,18305723,18.7,141677,11.2465346535,328967.366337,5.3,316870,11.9,1358504,141.4,4789896,4.3,197890,11.4,485412,47.7,3031980,30.7,897992,19.4534653465,569024.633663,48.9,4481945,118.231465347,6915110.84666,108.246534653,6083299.36634,184.7,23659650,159.7,2133657,202.975,3841911.132,30.6,2580675
2018-05-01T13:00:00Z,8,284299,12.8,398376,10.22,7526.104,6.2,255902,12.9,531732,27.977,20256.104,57.7,9799925,82.15,8221654,147.85,18305878,7.5,141684,12.6386138614,328980.554455,6.9,316875,17.8,1358521,146.5,4790050,3.8,197894,14.1,485424,51.1,3032030,34.5,898028,21.8613861386,569047.445545,49.4,4481996,131.138386139,6915244.54954,98.7386138614,6083394.55446,190.6,23659848,164.5,2133825,217.32,3842130.104,27.5,2580700
2018-05-01T14:00:00Z,8,284306,8.4,398388,10.28,7537.768,8.9,255908,22,531746,32.422,20287.445,54.7,9799987,87.2,8221741,149.9,18306034,1.7,141686,11.2831683168,328991.910891,6.6,316881,12.3,1358535,153.8,4790208,4.8,197899,13.3,485438,64.2,3032087,30.8,898059,19.5168316832,569067.089109,50.6,4482045,128.138831683,6915372.53411,99.5831683168,6083491.91089,197.9,23660044,186.6,2133989,247.58,3842348.768,22.4,2580727
2018-05-01T15:00:00Z,8,284315,18.3,398398,9.97,7548.325,7,255917,16.1,531762,34.465,20314.033,55,9800044,85.95,8221835,148.95,18306194,1.9,141688,7.8396039604,329002.90099,5.5,316886,17.6,1358553,163,4790365,4.4,197903,19,485456,55.2,3032148,21.4,898089,13.5603960396,569086.09901,50,4482095,134.62539604,6915504.13201,107.03960396,6083591.90099,209.7,23660254,184.4,2134174,245.67,3842588.325,42.1,2580753
2018-05-01T16:00:00Z,8,284324,13,398410,10.55,7558.73,6.7,255925,21.9,531786,23.39,20341.914,57.7,9800104,82.083,8221917,147.783,18306345,7.9,141693,7.47326732673,329010.960396,4.8,316891,13.3,1358571,140.8,4790516,4.1,197907,14.3,485471,58,3032199,20.4,898111,12.9267326733,569100.039604,47.9,4482145,111.816732673,6915628.9536,94.6732673267,6083679.9604,202.2,23660468,173.3,2134363,234.35,3842840.73,21.3,2580777
