Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-04-01T04:00:00Z,11,276932,10.5,389618,10.513,7708.816,6.8,250699,7.2,521165,27.883,21046.658,68.7,9753370,102.733,8151868,182.433,18182170,2.4,138644,13.2613861386,319912.990099,8.3,311787,19,1347432,137.5,4676919,4.1,194836,14.7,474772,54.4,2990672,36.2,873276,22.9386138614,553363.009901,58.5,4440869,143.021613861,6837482.6679,95.9613861386,6007886.9901,154.2,23520136,93.2,2021439,140.613,3697252.816,25.9,2558658
2018-04-01T05:00:00Z,10,276934,25,389620,10.903,7710.593,7.3,250701,7.2,521166,27.883,21051.742,61.1,9753376,98.167,8151873,169.267,18182183,2.4,138644,12.1623762376,319914.821782,8.3,311789,19,1347432,137.5,4676930,4.2,194836,13.5,474773,54.4,2990677,33.2,873281,21.0376237624,553366.178218,57.1,4440874,138.520623762,6837496.92022,94.8623762376,6007893.82178,168.6,23520152,94.7,2021445,157.603,3697267.593,25.9,2558658
2018-04-01T06:00:00Z,9,276942,10.2,389629,10.26,7721.352,7.2,250712,25.3,521181,27.665,21077.514,67,9753438,83.817,8151959,159.817,18182339,4.1,138647,11.9792079208,319926.544554,7.8,311797,26.3,1347452,135.5,4677071,3.6,194840,12.5,474787,54.2,2990728,32.7,873313,20.7207920792,553386.455446,56,4440933,143.185792079,6837635.96945,95.5792079208,6007989.54455,142.8,23520290,115.2,2021553,179.56,3697433.352,25.3,2558688
2018-04-01T07:00:00Z,12,276955,13.9,389643,11.128,7732.685,17.2,250723,17.2,521196,26.598,21103.973,80.6,9753504,80.683,8152047,173.283,18182506,2.2,138649,12.3455445545,319938.633663,7.9,311805,13.9,1347467,123,4677198,3.4,194844,14.1,474798,52.4,2990783,33.7,873346,21.3544554455,553407.366337,51.5,4440987,127.452455446,6837763.33934,118.845544554,6008083.63366,131.9,23520432,107.6,2021662,178.328,3697605.685,51.9,2558713
2018-04-01T08:00:00Z,9,276966,10.4,389653,10.62,7744.15,17.4,250735,7.1,521206,23.792,21130.129,56.9,9753566,66.4,8152115,132.3,18182647,2.2,138651,11.3564356436,319949.623762,7.9,311813,13.2,1347482,114,4677321,3.5,194848,12.2,474811,48.2,2990833,31,873376,19.6435643564,553426.376238,49.9,4441037,118.735564356,6837886.50524,84.3564356436,6008172.62376,148,23520564,94.1,2021762,151.02,3697761.15,22.6,2558739
2018-04-01T09:00:00Z,9,276975,9.6,389663,9.553,7754.736,16.7,250748,6.7,521213,23.985,21153.225,55.5,9753625,59.967,8152176,124.467,18182776,1.7,138653,11.3564356436,319960.613861,7.9,311821,11.8,1347493,115.1,4677443,3.4,194851,11.5,474822,47,2990883,31,873406,19.6435643564,553445.386139,48.5,4441086,115.428564356,6837999.61114,82.7564356436,6008259.61386,122.5,23520688,95.1,2021860,148.953,3697910.736,22.7,2558763
2018-04-01T10:00:00Z,9,276984,9.3,389673,9.965,7764.922,15.4,250762,6.6,521221,22.803,21176.699,56.1,9753684,61.167,8152238,126.267,18182906,1.9,138655,10.8435643564,319971.60396,7.4,311829,11.8,1347507,128.2,4677571,3.4,194854,13.2,474834,44.6,2990928,29.6,873436,18.7564356436,553464.39604,48.2,4441134,114.759435644,6838116.09504,78.7435643564,6008342.60396,157.5,23520812,142.4,2021983,194.465,3698086.922,21.4,2558788
2018-04-01T11:00:00Z,8,276994,9.2,389683,9.353,7774.577,16.1,250777,6.6,521229,30.797,21200.285,51.8,9753737,80.183,8152316,139.983,18183047,3.5,138657,10.8069306931,319980.762376,4.7,311836,16.2,1347518,154,4677717,3.5,194858,11.9,474846,47.4,2990973,29.5,873461,18.6930693069,553480.237624,46.7,4441182,124.290069307,6838226.52262,83.5069306931,6008418.76238,184.3,23520982,161.5,2022148,210.953,3698305.577,21.8,2558808
2018-04-01T12:00:00Z,7,277001,9.2,389693,10.413,7784.244,14.8,250790,7.8,521236,22.302,21226.416,58.3,9753790,82.833,8152401,148.133,18183192,1.7,138659,10.4772277228,319991.752475,4.4,311840,12.1,1347532,168.8,4677869,3.6,194861,11.7,474857,49.1,2991018,28.6,873491,18.1227722772,553499.247525,46.8,4441228,111.024772277,6838342.66352,82.1772277228,6008496.75248,172.5,23521162,178.5,2022328,228.713,3698532.244,20.9,2558828
2018-04-01T13:00:00Z,18,277015,13,389703,10.437,7793.682,6.2,250804,16.5,521249,25.033,21252.262,65.1,9753852,93.9,8152492,177,18183359,2.1,138662,11.6128712871,320002.742574,4.3,311845,12.4,1347544,165.5,4678036,3.6,194865,14.4,474870,46.9,2991068,31.7,873521,20.0871287129,553518.257426,47.2,4441275,119.120128713,6838459.51943,83.0128712871,6008586.74257,184.3,23521346,181.1,2022510,235.137,3698769.682,22.4,2558854
2018-04-01T14:00:00Z,7,277026,8.8,389714,8.928,7803.754,6.5,250810,13.4,521264,33.363,21278.229,69.9,9753911,86.267,8152584,163.167,18183521,9.7,138669,12.9683168317,320013.732673,4.9,311849,19.2,1347562,160.8,4678214,4.1,194869,21.1,474885,47.8,2991113,35.4,873551,22.4316831683,553537.267327,49.1,4441322,145.194683168,6838584.49633,101.868316832,6008674.73267,238.6,23521540,196.2,2022694,242.828,3699003.754,31.4,2558879
2018-04-01T15:00:00Z,13,277035,13.5,389725,10.507,7813.959,6.4,250817,12.6,521276,34.032,21308.992,66.6,9753979,89.983,8152666,169.583,18183680,9.9,138679,16.5584158416,320028.386139,5.2,311855,12.4,1347577,156.2,4678381,4.1,194873,19.2,474907,49.1,2991163,45.2,873591,28.6415841584,553562.613861,50,4441372,144.273584158,6838727.60586,98.5584158416,6008778.38614,222.6,23521738,193.1,2022875,245.407,3699234.959,23,2558908
2018-04-01T16:00:00Z,14,277049,9.4,389736,10.535,7824.083,7.2,250823,8.5,521289,41.755,21344.367,68.7,9754048,102.6,8152771,185.3,18183868,13.4,138684,12.4554455446,320041.207921,5,311860,12.3,1347589,177.2,4678553,3.8,194877,13.8,474918,50.1,2991213,34,873626,21.5445544554,553584.792079,53.6,4441422,142.999554455,6838858.15908,103.555445545,6008876.20792,192,23521940,189,2023065,233.435,3699474.083,27.6,2558938
