Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,BlairBuyers.kW,BlairBuyers.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-02-17T20:00:00Z,8,266097,17.8,377453,11.248,3978.791,7.2,243740,40,506677,29.553,None,31.853,11540.129,84,9684279,148.033,8055756,240.033,18006132,2.3,134590,18.0603960396,306578.336634,6.4,304051,26.6,1332072,195.7,4511150,3.7,190765,14.7,460065,79.2,2928819,49.3,836876,31.2396039604,530297.663366,80.7,4383978,182.79260396,None,130.26039604,5899164.33663,243.7,23322966,211.3,1869193,297.648,3495857.791,30.7,2529177
2018-02-17T21:00:00Z,9,266098,19,377458,11.352,3981.803,6.9,243742,31.5,506686,31.962,11545.402,None,None,72.3,9684295,140.617,8055789,221.917,18006182,2.6,134590,18.3900990099,306582,6,304053,20.6,1332077,179,4511192,3.6,190765,20,460068,87.5,2928835,50.2,836886,31.8099009901,530304,66.4,4383995,170.77190099,6717989.402,139.69009901,5899194,228.9,23323020,211.3,1869243,289.652,3495928.803,31.2,2529187
2018-02-17T22:00:00Z,10,266110,10.9,377473,11.212,3993.311,9.5,243748,36.5,506711,37.695,11582.91,None,None,77.6,9684368,115.617,8055898,203.217,18006376,15.1,134597,16.2653465347,306596.653465,6.2,304058,11.5,1332092,190.9,4511370,3.9,190769,18.6,460085,73.1,2928910,44.4,836926,28.1346534653,530329.346535,64.7,4384055,160.629653465,6718144.25653,130.565346535,5899320.65347,224.8,23323238,215.1,1869430,293.312,3496182.311,26.1,2529217
2018-02-17T23:00:00Z,9,266119,15.1,377488,12.032,4005.062,9.5,243757,40.1,506742,45.887,11621.093,None,None,85.7,9684450,109.367,8056006,204.067,18006575,2.6,134602,14.5435643564,306612.405941,8.4,304065,22.7,1332112,189.4,4511567,3.9,190773,16.7,460102,63.2,2928985,39.7,836969,25.1564356436,530356.594059,58.3,4384116,168.743435644,6718307.68706,106.943564356,5899446.40594,263.5,23323486,235.7,1869636,324.732,3496466.062,26.6,2529247
2018-02-18T00:00:00Z,10,266129,10.8,377500,11.778,4017.176,6,243765,13.4,506768,36.918,11660.985,None,None,81.3,9684540,127.7,8056137,219,18006806,2.7,134605,12.4920792079,306626.326733,8.7,304075,27.9,1332137,191.1,4511751,3.9,190777,13.9,460115,68.6,2929054,34.1,837007,21.6079207921,530380.673267,57.2,4384172,157.525920792,6718465.65827,115.392079208,5899572.32673,221.9,23323718,192.7,1869838,247.278,3496740.176,31.6,2529287
2018-02-18T01:00:00Z,9,266138,10.3,377511,12.59,4027.599,7.5,243772,11.6,506779,34.87,11704.013,None,None,69.4,9684614,108.033,8056251,186.433,18007003,3.2,134611,14.397029703,306641.712871,9.2,304083,14.7,1332159,170.7,4511935,3.8,190781,12.6,460130,62.9,2929120,39.3,837049,24.902970297,530407.287129,73.9,4384234,160.972970297,6718634.30013,120.097029703,5899694.71287,195.4,23323936,173.1,1870018,228.09,3496971.599,39.6,2529322
2018-02-18T02:00:00Z,10,266148,11.5,377523,12.802,4039.967,6.2,243782,27.4,506796,33.305,11735.806,None,None,92.9,9684689,104.517,8056354,207.417,18007191,10.5,134620,13.5178217822,306655.633663,11.3,304092,20.9,1332177,191.5,4512113,3.9,190785,11.9,460142,71.9,2929197,36.9,837087,23.3821782178,530431.366337,67,4384304,156.487178218,6718790.17234,163.217821782,5899834.63366,209.1,23324132,142.1,1870154,215.202,3497171.967,67.3,2529362
2018-02-18T03:00:00Z,10,266158,11.4,377535,11.5,4052.086,18.3,243797,18.5,506821,30.502,11767.423,None,None,88.7,9684772,91.633,8056455,190.333,18007385,3.2,134628,13.7742574257,306668.821782,8.8,304102,31.6,1332197,152.8,4512277,4.4,190789,12.2,460154,62.4,2929266,37.6,837123,23.8257425743,530454.178218,57.6,4384365,155.727742574,6718937.60122,112.574257426,5899964.82178,189.4,23324326,132.1,1870285,205,3497381.086,33.2,2529402
2018-02-18T04:00:00Z,10,266168,12.9,377548,11.672,4065.503,8.3,243810,18,506842,29.535,11798.852,None,None,106.6,9684860,103.083,8056553,219.683,18007581,8.3,134635,14.9465346535,306682.742574,11.7,304115,16,1332222,150.7,4512433,4.5,190793,11.4,460166,58.1,2929328,40.8,837161,25.8534653465,530478.257426,59,4384426,141.788465347,6719091.10943,114.546534653,5900087.74257,175.1,23324512,123.1,1870412,190.172,3497585.503,33.2,2529442
2018-02-18T05:00:00Z,10,266178,10.6,377558,13.368,4076.097,18.6,243824,17.4,506856,30.04,11828.093,None,None,68.6,9684943,93.883,8056646,172.483,18007767,14.1,134642,14.6168316832,306696.663366,9.4,304125,17.6,1332240,150.3,4512588,4.5,190798,12,460178,63.5,2929390,39.9,837199,25.2831683168,530502.336634,56.5,4384481,141.423168317,6719229.42963,117.816831683,5900205.66337,172.7,23324682,124.3,1870526,198.168,3497763.097,25.6,2529477
2018-02-18T06:00:00Z,12,266189,14.4,377568,10.88,4086.136,18.3,243840,17.4,506876,42.402,11862.143,None,None,81.3,9685022,104.6,8056744,197.9,18007955,4.5,134651,12.3089108911,306710.950495,9,304135,14.5,1332257,150.6,4512740,4.7,190802,11.8,460190,63.8,2929453,33.6,837238,21.2910891089,530527.049505,55.7,4384536,145.693089109,6719372.1925,107.208910891,5900321.9505,154.1,23324850,118.6,1870650,193.28,3497957.136,26.6,2529507
2018-02-18T07:00:00Z,12,266200,12.1,377583,10.242,4098.663,18.1,243857,19.6,506898,28.673,11902.363,None,None,72,9685099,87.233,8056837,171.233,18008136,2.8,134655,11.8326732673,306723.039604,11.2,304143,20.1,1332277,159.9,4512885,3.7,190807,14.3,460203,57.2,2929514,32.3,837271,20.4673267327,530547.960396,61.8,4384598,145.340326733,6719528.3234,133.132673267,5900434.0396,159.2,23325008,108.7,1870779,183.642,3498165.663,61.3,2529542
2018-02-18T08:00:00Z,11,266211,11.2,377594,9.535,4108.861,17.2,243872,12.8,506916,30.46,11931.216,None,None,66.7,9685171,79.133,8056918,156.833,18008300,3.6,134659,11.7594059406,306734.762376,9.1,304153,13.2,1332294,136.8,4513029,3.7,190810,11,460215,52.2,2929574,32.1,837303,20.3405940594,530568.237624,56.8,4384660,131.800594059,6719668.45362,92.9594059406,5900534.76238,158.2,23325166,124.4,1870895,187.935,3498348.861,25.4,2529567
2018-02-18T09:00:00Z,9,266222,9.9,377605,9.24,4118.302,15.7,243887,7.3,506926,33.2,11961.491,None,None,64.6,9685237,63.933,8056981,137.533,18008440,7.2,134664,10.8801980198,306746.118812,8.9,304161,13.2,1332307,126.1,4513159,3.3,190814,9.9,460227,52.3,2929624,29.7,837334,18.8198019802,530587.881188,48.4,4384710,123.51980198,6719793.37219,98.8801980198,5900628.11881,140.4,23325318,113.8,1871001,168.14,3498512.302,28.5,2529594
2018-02-18T10:00:00Z,11,266233,9.6,377615,8.923,4127.717,4.7,243895,6.7,506932,25.827,11991.021,None,None,61.5,9685299,59.85,8057043,132.35,18008575,2.4,134667,11.4297029703,306757.108911,8.5,304170,12.9,1332322,125.9,4513294,3.3,190817,11.5,460238,49.4,2929674,31.2,837364,19.7702970297,530606.891089,48.3,4384755,118.29729703,6719912.91209,85.5297029703,5900719.10891,142.9,23325462,103,1871106,144.723,3498662.717,22.3,2529621
2018-02-18T11:00:00Z,11,266243,9.4,377625,9.183,4136.963,6.5,243901,7.1,506939,25.755,12016.366,None,None,62.8,9685363,62.633,8057109,136.433,18008715,2,134669,10.9900990099,306768.09901,8.8,304180,17.6,1332333,143,4513432,3,190820,14.6,460249,45.7,2929724,30,837394,19.0099009901,530625.90099,46.6,4384805,123.56490099,6720029.26699,80.7900990099,5900803.09901,160.8,23325602,161.7,1871225,205.683,3498826.963,22.1,2529642
2018-02-18T12:00:00Z,11,266253,8.6,377635,9.217,4147.024,6.4,243907,6.8,506946,25.138,12040.099,None,None,59.6,9685425,78.95,8057188,149.55,18008866,1.9,134672,11.2099009901,306779.089109,4.6,304186,11.1,1332347,145.7,4513581,3.2,190824,12.2,460260,49.5,2929774,30.6,837424,19.3900990099,530644.910891,47.1,4384850,114.92809901,6720142.00989,82.7099009901,5900887.08911,169.5,23325774,168.5,1871390,207.317,3499035.024,20.1,2529662
2018-02-18T13:00:00Z,8,266262,9.2,377644,8.76,4155.934,4.9,243912,7,506952,25.047,12065.994,None,None,62.2,9685487,82.417,8057271,152.617,18009020,2.2,134673,10.9168316832,306790.079208,5.6,304192,12.6,1332359,169.6,4513737,3.5,190827,10.3,460272,53,2929829,29.8,837454,18.8831683168,530663.920792,46.6,4384895,113.430168317,6720255.91479,86.9168316832,5900975.07921,168.8,23325944,189.7,1871577,228.66,3499259.934,20.8,2529683
2018-02-18T14:00:00Z,8,266272,8.9,377654,9.067,4165.172,5.1,243918,34.9,506966,31.048,12092.997,None,None,62.3,9685549,78.7,8057351,149,18009172,2,134676,13.1514851485,306802.168317,5.8,304198,12.2,1332374,188.4,4513907,3.8,190831,13.1,460284,54.7,2929879,35.9,837487,22.7485148515,530684.831683,47,4384945,126.096514851,6720380.82868,90.0514851485,5901061.16832,194.7,23326120,218.8,1871765,286.367,3499497.172,20.2,2529704
2018-02-18T15:00:00Z,9,266281,17.7,377664,10.003,4174.76,6,243924,12.9,506991,28.09,12123.218,None,None,62.3,9685618,107.2,8057446,178.5,18009345,2.1,134678,13.8108910891,306817.188119,6,304205,11.6,1332388,161.3,4514081,4,190835,23.9,460298,57.7,2929934,37.7,837528,23.8891089109,530710.811881,50.1,4384990,137.579108911,6720510.02988,101.310891089,5901156.18812,193.7,23326310,188.7,1871971,245.303,3499764.76,27.7,2529727
2018-02-18T16:00:00Z,11,266290,9.4,377679,11.237,4184.767,5,243931,22.4,507008,27.643,12149.923,None,None,75.8,9685691,101.667,8057553,188.467,18009534,2.6,134681,12.1257425743,306829.277228,5.3,304210,12.5,1332402,187.9,4514262,3.9,190839,14,460317,63.7,2930000,33.1,837561,20.9742574257,530731.722772,55.7,4385045,130.817257426,6720645.64577,100.625742574,5901262.27723,186.8,23326514,196.7,1872170,253.937,3500021.767,22.2,2529752
2018-02-18T17:00:00Z,8,266299,11.1,377690,10.497,4195.331,4.9,243937,29.3,507031,39.413,12185.61,None,None,68.4,9685760,119.383,8057659,195.783,18009718,2.5,134687,15.4227722772,306842.09901,7,304216,13.5,1332413,183.6,4514448,4.3,190843,13.9,460330,56.2,2930060,42.1,837596,26.6772277228,530753.90099,54.8,4385100,148.290227723,6720782.51099,107.922772277,5901371.09901,219.2,23326734,212.5,1872378,279.597,3500290.331,33.8,2529782
2018-02-18T18:00:00Z,10,266309,10.3,377701,11.065,4207.947,6.9,243943,14.6,507056,36.962,12222.979,None,None,96.5,9685840,135.333,8057788,241.833,18009937,2.8,134692,11.796039604,306856.019802,6.2,304223,13.6,1332432,200.9,4514644,4.5,190847,11.5,460343,55.8,2930118,32.2,837634,20.403960396,530777.980198,55.8,4385155,138.265960396,6720930.9592,93.896039604,5901483.0198,208.5,23326958,209,1872585,262.565,3500562.947,23.5,2529817
2018-02-18T19:00:00Z,11,266318,30,377711,10.457,4218.029,6.1,243950,33.7,507086,34.407,12260.994,None,None,106.5,9685923,150.183,8057939,267.683,18010180,8,134695,13.8841584158,306869.207921,6.3,304230,19.5,1332447,167,4514833,4.1,190851,12.5,460356,69.6,2930185,37.9,837670,24.0158415842,530800.792079,52.2,4385205,142.622841584,6721069.78608,121.184158416,5901597.20792,233.6,23327184,212.9,1872800,303.557,3500846.029,29.7,2529848
2018-02-18T20:00:00Z,8,266327,14.4,377728,10.553,4228.163,6,243957,27.8,507121,34.617,12303.554,None,None,77.8,9686003,130.6,8058076,216.4,18010406,3.4,134705,16.0089108911,306884.960396,7.5,304235,12.6,1332462,167.9,4515022,3.7,190855,11.5,460368,73.7,2930260,43.7,837713,27.6910891089,530828.039604,63.4,4385272,149.808089109,6721233.5936,115.008910891,5901727.9604,234.9,23327416,208,1873010,277.953,3501134.163,21.9,2529878
2018-02-18T21:00:00Z,14,266341,10.3,377739,10.283,4238.603,7.1,243963,40.9,507151,25.565,12330.379,None,None,71.3,9686081,133.15,8058214,218.45,18010636,8.6,134719,17.7673267327,306900.712871,7.6,304242,13.5,1332474,197,4515212,5,190859,17.6,460382,61.6,2930324,48.5,837756,30.7326732673,530855.287129,65.7,4385332,153.097673267,6721373.66613,115.767326733,5901850.71287,222.8,23327642,217.9,1873210,299.083,3501402.603,27.8,2529907
2018-02-18T22:00:00Z,19,266357,10.4,377750,10.507,4249.474,6.6,243970,28.1,507191,34.238,12361.757,None,None,64.6,9686156,135.367,8058346,218.967,18010859,2.5,134728,14.103960396,306915.366337,6.4,304248,21.9,1332488,201.4,4515398,3.9,190863,12,460396,71.1,2930392,38.5,837796,24.396039604,530880.633663,55,4385393,147.534039604,6721519.39066,111.503960396,5901968.36634,251.5,23327884,207.9,1873422,273.807,3501693.474,23.8,2529933
2018-02-18T23:00:00Z,10,266370,14.9,377763,10.607,4259.818,7.5,243977,17.9,507211,29.317,12392.843,None,None,66.7,9686220,140.933,8058489,217.633,18011079,8,134732,14.397029703,306928.188119,7.9,304255,14.5,1332508,184.8,4515587,4.1,190867,14.1,460408,74.5,2930459,39.3,837831,24.902970297,530902.811881,64.2,4385449,147.019970297,6721660.65488,121.597029703,5902081.18812,254.4,23328132,198.9,1873619,261.807,3501951.818,24.7,2529962
2018-02-19T00:00:00Z,10,266380,11,377778,11.967,4271.802,5.5,243985,48.7,507226,35.002,12424.213,None,None,88.9,9686298,146.167,8058633,245.067,18011311,2.6,134742,12.8217821782,306944.673267,11.3,304265,21.9,1332527,203.9,4515780,4.4,190871,11.6,460422,65.7,2930532,35,837876,22.1782178218,530931.326733,83.7,4385522,174.380217822,6721826.53973,111.321782178,5902215.67327,230.3,23328378,224.8,1873820,317.667,3502216.802,30.2,2529997
2018-02-19T01:00:00Z,10,266390,11.1,377788,11.987,4284.426,8,243992,31.9,507267,33.795,12460.003,None,None,72.2,9686386,141.95,8058766,224.15,18011542,2.5,134745,15.8623762376,306959.326733,13.9,304275,15.8,1332547,190.9,4515978,4.9,190875,23.6,460434,63.6,2930593,43.3,837916,27.4376237624,530956.673267,71.6,4385599,172.232623762,6721996.67627,113.562376238,5902329.32673,211.1,23328604,195.3,1874032,277.087,3502513.426,31.6,2530032
2018-02-19T02:00:00Z,11,266400,11.5,377800,11.2,4295.302,8.2,243999,18.8,507301,38.408,12497.23,None,None,97.5,9686476,149.417,8058917,257.917,18011793,3.1,134747,12.0158415842,306973.980198,11.3,304286,24.1,1332567,182.1,4516167,4.3,190880,12,460454,69.4,2930667,32.8,837956,20.7841584158,530982.019802,63.1,4385665,158.392158416,6722165.2498,119.515841584,5902454.9802,174.8,23328808,119.5,1874185,184.8,3502746.302,35,2530067
2018-02-19T03:00:00Z,17,266415,17.6,377813,13.08,4306.868,8.1,244007,30.9,507326,38.38,12533.014,None,None,85.1,9686569,130.033,8059048,232.133,18012032,8.6,134753,16.6683168317,306988.633663,10.7,304296,30.7,1332582,175.6,4516340,4.3,190884,13.3,460467,69.2,2930736,45.5,837996,28.8316831683,531007.366337,64.9,4385729,176.111683168,6722318.38034,147.368316832,5902579.63366,199.2,23328992,127.1,1874309,211.78,3502941.868,52.9,2530102
2018-02-19T04:00:00Z,10,266427,15.6,377831,12.57,4320.189,9.8,244015,23.9,507356,39.672,12568.489,None,None,79.8,9686656,117.833,8059170,207.633,18012253,3.9,134758,12.9316831683,307005.118812,10.7,304308,16.2,1332607,168.6,4516515,4.1,190889,17.9,460482,64.1,2930805,35.3,838041,22.3683168317,531035.881188,77.9,4385798,174.040316832,6722491.37019,136.031683168,5902710.11881,217.8,23329198,122.7,1874440,199.37,3503159.189,55.1,2530142
2018-02-19T05:00:00Z,12,266438,11.8,377844,11.398,4331.811,8.9,244023,37.6,507381,37.933,12607.69,None,None,72.4,9686744,137.817,8059305,222.217,18012487,8.7,134765,13.7376237624,307017.940594,13.9,304320,15.4,1332622,161.7,4516685,4.5,190894,24.3,460500,66.8,2930869,37.5,838076,23.7623762376,531058.059406,64.5,4385870,165.895376238,6722657.74941,124.437623762,5902833.94059,159.6,23329388,132,1874568,220.098,3503361.811,35.2,2530182
2018-02-19T06:00:00Z,18,266456,11.9,377858,11.16,4343.019,9.2,244031,8,507406,28.735,12644.307,None,None,77.4,9686819,116.45,8059423,211.85,18012698,13.6,134772,11.7594059406,307030.762376,13.1,304332,15.4,1332637,153.5,4516843,4.5,190898,17.4,460519,63,2930930,32.1,838111,20.3405940594,531080.237624,74.4,4385947,156.275594059,6722827.54462,120.659405941,5902959.76238,151.1,23329546,107.7,1874691,165.56,3503559.019,32.3,2530227
2018-02-19T07:00:00Z,10,266467,14.8,377871,10.84,4353.636,5.4,244038,12.2,507416,29.173,12673.91,None,None,73.9,9686891,89.967,8059525,173.867,18012883,2.7,134780,11.5396039604,307042.851485,14.4,304345,14,1332652,152,4516998,4.4,190902,11.5,460535,54.6,2930986,31.5,838144,19.9603960396,531101.148515,59.8,4386009,134.43339604,6722971.05851,99.8396039604,5903065.85149,144.8,23329694,105.3,1874798,167.34,3503723.636,31,2530257
2018-02-19T08:00:00Z,10,266477,10.5,377883,10.512,4364.052,4.7,244045,6.8,507426,26.273,12701.847,None,None,74.9,9686965,79.133,8059606,164.033,18013048,2.1,134783,12.9683168317,307054.940594,12.6,304356,14,1332667,136.5,4517133,3.4,190905,12.4,460550,53.4,2931047,35.4,838177,22.4316831683,531122.059406,51.3,4386062,126.404683168,6723102.90641,91.5683168317,5903166.94059,133.3,23329834,111.9,1874902,160.412,3503881.052,23.1,2530282
2018-02-19T09:00:00Z,12,266488,11,377894,9.507,4374.234,6.1,244051,6.4,507433,26.1,12728.347,None,None,64.4,9687033,61.733,8059673,138.133,18013194,2,134785,10.6237623762,307065.564356,9.2,304367,17.3,1332687,129.2,4517270,3.2,190909,11.7,460562,47.9,2931097,29,838206,18.3762376238,531140.435644,49.2,4386112,122.676237624,6723229.78264,82.3237623762,5903254.56436,124.6,23329968,96.9,1875004,142.307,3504032.234,21.8,2530307
2018-02-19T10:00:00Z,11,266499,11.1,377904,9.827,4384.066,6.6,244057,6.3,507441,24.73,12753.755,None,None,68,9687098,68.433,8059741,147.433,18013338,2,134787,10.9900990099,307076.554455,9.5,304378,11.9,1332699,128.9,4517393,3.2,190912,10.1,460573,47.6,2931142,30,838236,19.0099009901,531159.445545,50.6,4386167,116.33990099,6723352.20054,80.3900990099,5903332.55446,123.8,23330090,97.7,1875103,144.227,3504179.066,19.8,2530327
2018-02-19T11:00:00Z,11,266509,11.7,377915,9.053,4393.093,6.6,244062,6.6,507447,24.275,12778.557,None,None,64.3,9687164,66.45,8059812,141.75,18013485,1.7,134789,10.9168316832,307087.544554,9,304390,10.8,1332712,161.6,4517536,3.2,190915,11.9,460584,49.7,2931192,29.8,838266,18.8831683168,531178.455446,47.7,4386216,113.558168317,6723469.01245,82.7168316832,5903416.54455,158.5,23330222,138,1875226,184.153,3504348.093,20.4,2530348
2018-02-19T12:00:00Z,11,266520,9.9,377925,9.383,4403.124,6.1,244068,7.1,507454,24.342,12803.059,None,None,60.2,9687224,81.883,8059896,153.083,18013640,1.8,134792,10.9534653465,307098.534653,6.2,304398,9.9,1332722,160.4,4517687,3.1,190918,10.3,460596,50.5,2931242,29.9,838296,18.9465346535,531197.465347,46.8,4386265,110.288534653,6723583.52435,95.5534653465,5903504.53465,193.8,23330408,191.2,1875387,232.983,3504553.124,32.3,2530372
2018-02-19T13:00:00Z,10,266529,10,377935,9.723,4411.822,6.8,244075,8.3,507461,26.738,12828.767,None,None,62.3,9687290,87.983,8059976,160.283,18013795,3.5,134794,11.2831683168,307109.524752,6.4,304405,11.4,1332734,167.6,4517853,3.6,190922,11.6,460608,51.2,2931292,30.8,838326,19.5168316832,531216.475248,46.9,4386310,116.154831683,6723697.24225,114.583168317,5903597.52475,210.3,23330596,183.8,1875581,228.623,3504790.822,48.6,2530402
2018-02-19T14:00:00Z,10,266538,9.5,377945,11.22,4421.92,5.1,244082,7.7,507469,32.517,12859.266,None,None,68.4,9687352,89.4,8060065,167.8,18013955,1.6,134796,13.4445544554,307122.346535,7.9,304412,11.1,1332747,186.7,4518032,3.5,190925,14.9,460627,52.2,2931345,36.7,838361,23.2554455446,531238.653465,60.9,4386363,142.672445545,6723834.91947,104.544554455,5903695.34653,204.1,23330814,193,1875767,237.92,3505021.92,37.3,2530432
2018-02-19T15:00:00Z,8,266547,9.4,377960,9.667,4432.105,5.4,244088,8.7,507477,27.828,12889.353,None,None,72.5,9687420,88,8060156,168.5,18014123,2,134798,15.3495049505,307135.534653,5.5,304418,19.5,1332762,166.7,4518213,3.9,190929,31.6,460642,61.5,2931400,41.9,838397,26.5504950495,531261.465347,48.7,4386417,154.17849505,6723971.81835,100.84950495,5903795.53465,204.6,23331030,181.2,1875955,223.767,3505259.105,22,2530462
2018-02-19T16:00:00Z,9,266556,8.6,377969,9.947,4442.318,6.5,244094,26,507491,32.568,12922.993,None,None,89.8,9687493,93.783,8060245,192.583,18014294,1.8,134800,12.7851485149,307149.455446,5.4,304425,12.6,1332782,171.9,4518387,4,190933,14,460667,62.1,2931460,34.9,838435,22.1148514851,531285.544554,48.7,4386466,129.982851485,6724123.53755,109.185148515,5903896.45545,195,23331248,225.8,1876140,286.247,3505494.318,32.5,2530487
2018-02-19T17:00:00Z,15,266571,17.4,377983,8.897,4452.495,7.3,244100,12.4,507511,29.15,12956.46,None,None,79.1,9687554,92.533,8060338,186.633,18014463,12.7,134802,13.4079207921,307160.811881,5.6,304430,11.6,1332797,174.9,4518561,4.3,190937,12.8,460683,53.5,2931520,36.6,838466,23.1920792079,531305.188119,49,4386516,125.742079208,6724257.64812,111.407920792,5904000.81188,198.6,23331452,180.3,1876341,236.197,3505754.495,31.8,2530518
2018-02-19T18:00:00Z,8,266587,12.8,377998,10.082,4462.712,7.4,244107,22.8,507536,25.405,12980.718,None,None,84.2,9687620,118.75,8060448,210.95,18014655,2.2,134812,12.9683168317,307173.633663,6.1,304435,12.4,1332808,169.6,4518737,3.8,190941,13.6,460697,65.3,2931580,35.4,838501,22.4316831683,531327.366337,68,4386578,141.836683168,6724391.08434,104.668316832,5904118.63366,207.7,23331670,207.9,1876553,270.882,3506032.712,24.2,2530553
2018-02-19T19:00:00Z,14,266598,9.6,378008,10.275,4471.204,6.6,244114,7.9,507553,26.998,13008.324,None,None,74.3,9687691,92.567,8060552,180.867,18014841,2.3,134817,11.6495049505,307186.821782,5.1,304441,11,1332819,172,4518903,4.2,190945,12.6,460710,53.1,2931635,31.8,838537,20.1504950495,531350.178218,49,4386633,119.74849505,6724520.50222,116.94950495,5904230.82178,221.6,23331892,202.8,1876753,246.475,3506285.204,49.9,2530592
2018-02-19T20:00:00Z,14,266609,9.6,378018,11.358,4483.117,5.4,244121,17.2,507571,26.842,13035.274,None,None,85.7,9687765,92.85,8060643,192.55,18015017,2.1,134819,13.0782178218,307199.277228,5.5,304447,13,1332832,172.5,4519080,4.4,190949,14.4,460725,55.2,2931696,35.7,838571,22.6217821782,531371.722772,67.2,4386688,144.063782178,6724651.99677,104.178217822,5904342.27723,217.9,23332118,212.4,1876934,265.858,3506523.117,33.8,2530628
2018-02-19T21:00:00Z,14,266621,14.9,378029,10.833,4493.234,6.9,244128,8.1,507583,28.612,13061.973,None,None,68.3,9687831,94.833,8060737,177.133,18015189,2.2,134822,14.5435643564,307212.831683,5.6,304453,17.6,1332852,180.2,4519250,4.3,190954,15.6,460740,67.8,2931754,39.7,838608,25.1564356436,531395.168317,53.7,4386749,140.668435644,6724798.14132,111.243564356,5904451.83168,204.7,23332332,169.4,1877111,220.033,3506751.234,26.7,2530663
2018-02-19T22:00:00Z,8,266631,11.7,378044,11.43,4503.913,7.9,244135,27.3,507601,32.898,13092.975,None,None,70.4,9687907,92.817,8060833,171.217,18015371,9.5,134827,14.3603960396,307224.920792,6.3,304458,17.4,1332867,174.2,4519426,4.7,190958,21.2,460757,65.4,2931822,39.2,838641,24.8396039604,531416.079208,67.5,4386824,163.83760396,6724957.05421,124.76039604,5904570.92079,223.9,23332558,184.2,1877292,253.53,3506991.913,35.5,2530697
2018-02-19T23:00:00Z,10,266640,19.9,378058,12.542,4518.005,6.2,244142,7.9,507616,34.023,13124.704,None,None,67,9687986,117.533,8060947,194.533,18015573,8.3,134837,14.4702970297,307241.772277,9.6,304465,15.3,1332882,185,4519608,4.5,190962,18.4,460774,65.3,2931884,39.5,838687,25.0297029703,531445.227723,62.4,4386891,155.15270297,6725116.93172,145.27029703,5904699.77228,246.9,23332792,180.4,1877470,241.042,3507231.005,57.2,2530737
2018-02-20T00:00:00Z,10,266650,11.3,378074,11.99,4529.026,6.2,244149,7,507624,33.193,13159.156,None,None,91.3,9688069,107.983,8061054,209.283,18015773,2.5,134842,12.895049505,307256.059406,9,304475,16,1332898,176.8,4519792,4.4,190967,13.8,460793,64.7,2931950,35.2,838726,22.304950495,531469.940594,55.7,4386948,140.997950495,6725268.09659,104.095049505,5904815.05941,213.9,23333018,176.2,1877653,226.09,3507471.026,24,2530767
2018-02-20T01:00:00Z,10,266660,11.6,378088,11.308,4540.965,7.7,244157,19,507641,39.552,13192.57,None,None,81.9,9688155,107.217,8061165,199.117,18015980,2.3,134844,14.5435643564,307268.881188,9,304485,14.8,1332913,171.9,4519953,4.9,190971,11.5,460807,64.7,2932017,39.7,838761,25.1564356436,531492.118812,63.2,4387014,154.208435644,6725418.68881,151.543564356,5904936.88119,206.8,23333242,179.2,1877841,242.708,3507723.965,70,2530807
2018-02-20T02:00:00Z,11,266671,15.4,378098,11.887,4552.352,7.1,244164,36.2,507661,39.418,13230.673,None,None,75.6,9688233,98.383,8061257,184.983,18016161,2.7,134847,14.5069306931,307283.534653,9.1,304493,16.1,1332934,167.2,4520124,4.7,190976,13.2,460822,63.8,2932078,39.6,838801,25.0930693069,531517.465347,56.3,4387071,150.111069307,6725575.13835,122.506930693,5905055.53465,203,23333452,139.2,1877984,223.587,3507928.352,41.5,2530847
2018-02-20T03:00:00Z,10,266681,11.9,378118,11.295,4563.384,6.4,244172,14,507691,39.385,13271.185,None,None,93.8,9688319,96.5,8061355,200.3,18016355,8.4,134852,13.3712871287,307296.356436,9.5,304502,21.4,1332952,172.4,4520299,4.9,190981,14,460835,67.5,2932140,36.5,838836,23.1287128713,531539.643564,74.5,4387139,172.413712871,6725736.82856,113.671287129,5905172.35644,203.5,23333648,117.8,1878115,175.795,3508142.384,24.4,2530884
