Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-08-01T04:00:00Z,12,303811,11.4,417913,12.85,7657.262,4.9,266525,7.9,551533,24.117,18642.828,53.5,9930517,62.7,8390421,128.2,18624749,3.6,149823,8.31584158416,347680.574257,7.5,329478,9,1383822,148.3,5106810,3.6,206842,12.2,516060,56.9,3147090,22.7,949074,14.3841584158,601393.425743,37,4582959,96.7011584158,7102877.25374,89.2158415842,6273218.57426,167.1,24022772,85.5,2419144,133.65,4199092.262,20.4,2628625
2018-08-01T05:00:00Z,12,303814,11.4,417914,12.633,7657.262,4.9,266525,10.1,551534,24.722,18642.828,53.5,9930520,58.283,8390421,123.783,18624755,3.6,149823,8.68217821782,347680.574257,7.5,329478,9.5,1383824,144.6,5106820,3.6,206842,12.2,516062,56.2,3147095,23.7,949074,15.0178217822,601393.425743,37,4582962,98.4398217822,7102884.25374,88.5821782178,6273226.57426,137.1,24022778,95.2,2419150,145.333,4199100.262,20.1,2628628
2018-08-01T06:00:00Z,12,303825,10.6,417925,12.925,7669.474,4.2,266529,8.1,551543,26.072,18668.531,55.9,9930575,49.617,8390476,117.517,18624876,3.7,149827,7.7297029703,347688.267327,7.5,329485,9.6,1383834,147.8,5106966,3.9,206846,12,516074,54.8,3147151,21.1,949095,13.3702970297,601406.732673,36.9,4582997,97.9422970297,7102980.26367,86.6297029703,6273314.26733,136.5,24022910,84.2,2419236,131.425,4199233.474,20.4,2628648
2018-08-01T07:00:00Z,12,303836,11.2,417937,13.083,7682.731,4.3,266534,7.9,551551,23.108,18692.295,74.2,9930625,49.9,8390526,136.1,18624987,3.6,149831,8.24257425743,347697.059406,7.6,329494,9.7,1383843,120.7,5107092,3.6,206850,12.3,516086,52.6,3147205,22.5,949119,14.2574257426,601421.940594,37.1,4583037,96.4654257426,7103080.23559,84.6425742574,6273401.05941,133.7,24023048,82,2419324,129.683,4199372.731,20.2,2628668
2018-08-01T08:00:00Z,12,303849,11.1,417948,13.625,7695.508,4.6,266538,7.6,551559,25.567,18716.672,51.5,9930680,50.733,8390576,114.233,18625105,3.7,149835,7.69306930693,347704.386139,8.1,329501,9.7,1383853,129.1,5107215,4.4,206854,12.2,516099,53.8,3147258,21,949139,13.3069306931,601434.613861,37,4583072,97.7739306931,7103175.28586,84.2930693069,6273485.38614,137.2,24023188,82.1,2419407,131.525,4199502.508,19.1,2628688
2018-08-01T09:00:00Z,11,303859,11.1,417959,12.758,7708.497,4.2,266543,7.6,551567,25.64,18741.672,55.1,9930730,47.2,8390626,113.3,18625215,4.9,149838,7.80297029703,347711.712871,7.5,329509,9.4,1383863,127.6,5107339,3.6,206858,12.8,516110,52.4,3147310,21.3,949159,13.497029703,601447.287129,37.1,4583112,98.437029703,7103273.95913,83.702970297,6273567.71287,131.9,24023324,77.6,2419488,124.358,4199632.497,18.6,2628708
2018-08-01T10:00:00Z,11,303871,11,417970,12.15,7721,4.1,266547,7.7,551575,25.073,18767.428,51.7,9930785,46.717,8390672,109.417,18625328,3.4,149842,7.7297029703,347720.871287,7.3,329516,9.4,1383872,125.5,5107474,4.4,206862,11.7,516122,52,3147363,21.1,949184,13.3702970297,601463.128713,36.8,4583147,96.3432970297,7103371.55671,82.4297029703,6273649.87129,146.2,24023458,126.5,2419581,173.15,4199772,19.3,2628724
2018-08-01T11:00:00Z,12,303882,10.6,417981,12.25,7733.859,4.9,266552,8.1,551582,22.31,18789.936,52.1,9930835,68.617,8390742,132.717,18625459,5,149848,10.2574257426,347730.029703,5.1,329522,8.3,1383881,127.6,5107604,3.6,206866,11.3,516134,52.7,3147415,28,949209,17.7425742574,601478.970297,36.7,4583182,96.3525742574,7103465.9063,89.3574257426,6273741.0297,135.9,24023596,154.8,2419736,199.35,4199972.859,21.4,2628748
2018-08-01T12:00:00Z,11,303893,10.9,417992,14,7746.292,4.9,266557,8.2,551591,26.07,18815.607,51.8,9930890,67.9,8390810,130.7,18625593,4,149852,10.1475247525,347739.188119,5.4,329527,9.2,1383890,159.6,5107754,4.9,206871,11.9,516146,55.8,3147471,27.7,949234,17.5524752475,601494.811881,37.1,4583222,101.822475248,7103568.41888,93.3475247525,6273835.18812,162.4,24023752,154,2419900,202.3,4200184.292,23.4,2628773
2018-08-01T13:00:00Z,10,303903,10.9,418003,14.17,7760.388,4.7,266562,9.4,551600,21.628,18841.303,50.8,9930946,74.383,8390881,135.183,18625730,14.6,149858,11.502970297,347748.346535,5.6,329533,9.1,1383900,152.5,5107911,5,206875,14.3,516160,58.5,3147530,31.4,949259,19.897029703,601510.653465,36.7,4583257,101.625029703,7103668.95647,109.602970297,6273934.34653,132.3,24023898,171.8,2420066,221.57,4200399.388,25,2628798
2018-08-01T14:00:00Z,10,303912,10.8,418014,12.75,7774.654,5.5,266567,9.4,551610,31.162,18866.439,54.4,9931002,72.117,8390954,136.517,18625868,3.3,149872,7.98613861386,347757.871287,6.1,329539,9.2,1383909,154.9,5108066,5.2,206880,19,516174,57.2,3147585,21.8,949285,13.8138613861,601527.128713,36.3,4583292,109.475861386,7103768.56771,93.4861386139,6274037.87129,136.9,24024040,174.1,2420230,223.85,4200614.654,25,2628823
2018-08-01T15:00:00Z,11,303923,12.1,418025,13.925,7786.878,4.4,266572,10.3,551620,30.825,18898.189,77.7,9931057,72.05,8391024,160.75,18626004,3.4,149876,8.38910891089,347766.663366,6.3,329544,12.9,1383919,162.7,5108217,4.4,206885,14,516190,55.5,3147643,22.9,949309,14.5108910891,601542.336634,38,4583332,110.235891089,7103881.52563,89.5891089109,6274133.66337,152.4,24024192,161.1,2420401,212.525,4200833.878,22.3,2628848
2018-08-01T16:00:00Z,10,303932,10.4,418035,13.55,7800.271,5.7,266577,11.4,551630,30.935,18929.854,52.4,9931112,70.183,8391094,132.583,18626138,4.3,149879,8.05940594059,347773.990099,4.9,329549,9.1,1383929,154.7,5108373,5.1,206890,15.4,516204,56.2,3147701,22,949329,13.9405940594,601555.009901,38,4583367,107.375594059,7103984.8639,91.6594059406,6274226.9901,158.4,24024354,162.2,2420566,213.25,4201047.271,23.1,2628873
2018-08-01T17:00:00Z,10,303942,10.5,418045,13.292,7813.809,4.7,266582,9.2,551638,31.34,18961.406,52.2,9931167,86.017,8391174,148.217,18626283,4,149883,7.76633663366,347783.148515,4.9,329554,9,1383938,158.2,5108536,5.2,206895,14.9,516218,57.1,3147763,21.2,949354,13.4336633663,601570.851485,36.5,4583407,105.173663366,7104095.25749,93.4663366337,6274327.14851,137.6,24024494,158.6,2420734,206.392,4201261.809,24.6,2628898
2018-08-01T18:00:00Z,11,303952,14.3,418058,14.413,7826.834,4.5,266586,9.5,551647,29.657,18992.635,58.8,9931227,79.633,8391256,149.433,18626435,7.3,149895,7.6198019802,347790.475248,6.1,329559,9.2,1383947,172.3,5108702,5.3,206900,14,516234,66.9,3147829,20.8,949374,13.1801980198,601583.524752,37.1,4583442,103.13719802,7104199.15975,104.61980198,6274437.47525,133,24024636,168.8,2420899,222.913,4201475.834,22.8,2628923
2018-08-01T19:00:00Z,10,303964,10.5,418070,14.383,7841.255,5.4,266592,7.4,551655,32.85,19024.41,77.5,9931287,78.767,8391333,166.267,18626584,3.7,149900,7.58316831683,347797.80198,5.3,329565,9.1,1383957,182.3,5108880,4.2,206905,14.4,516250,73.9,3147894,20.7,949394,13.1168316832,601596.19802,36.9,4583477,106.366831683,7104304.60802,134.883168317,6274539.80198,145.2,24024784,156.6,2421056,203.783,4201684.255,49.7,2628948
2018-08-01T20:00:00Z,11,303974,10.6,418081,14.925,7856.417,4.7,266597,8.3,551664,32.245,19056.475,54.6,9931342,72.783,8391404,138.383,18626720,3.8,149904,8.16930693069,347806.960396,6.1,329570,9.1,1383967,165.3,5109051,3.8,206909,13.7,516264,61,3147953,22.3,949419,14.1306930693,601612.039604,36.9,4583517,106.075693069,7104416.5146,96.5693069307,6274636.9604,142.6,24024924,154.3,2421213,202.725,4201890.417,23.6,2628973
2018-08-01T21:00:00Z,17,303984,10.5,418093,13.7,7869.147,4.6,266602,7.5,551673,33.318,19089.811,50.4,9931392,79.983,8391486,147.383,18626862,3.8,149908,8.35247524752,347814.287129,5.3,329576,9,1383977,168.9,5109226,3.7,206912,12.5,516278,64.4,3148025,22.8,949439,14.4475247525,601624.712871,35,4583552,104.265524752,7104521.52387,97.1524752475,6274745.28713,158.5,24025080,171.3,2421374,216.6,4202099.147,20.6,2628998
2018-08-01T22:00:00Z,12,304001,10.3,418103,13.008,7883.043,5.9,266607,9.1,551681,30.968,19122.643,52,9931452,88.533,8391565,152.533,18627018,3.7,149912,15.7524752475,347827.108911,5.2,329582,9,1383987,168.7,5109395,3.9,206916,12.7,516290,67.9,3148088,43,949474,27.2475247525,601646.891089,35.1,4583587,115.015524752,7104633.53409,107.152475248,6274845.10891,174.9,24025254,158.4,2421539,205.808,4202311.043,19.8,2629018
2018-08-01T23:00:00Z,12,304014,8.8,418114,14.975,7897.358,5.9,266612,7.6,551689,33.332,19154.65,57.3,9931507,65.883,8391645,135.183,18627166,3.7,149915,11.8326732673,347839.930693,6.5,329587,9.4,1383997,172.8,5109565,3.9,206920,11.9,516303,61.6,3148158,32.3,949509,20.4673267327,601669.069307,36.1,4583623,111.199326733,7104746.71931,97.6326732673,6274950.93069,136.1,24025406,163,2421699,210.675,4202518.358,20.5,2629038
2018-08-02T00:00:00Z,12,304031,8.9,418123,15.733,7912.713,4.4,266617,8.2,551698,32.253,19189.418,58.7,9931567,60.45,8391695,131.15,18627293,3.7,149919,8.82871287129,347850.554455,5.7,329594,13.4,1384007,163.5,5109729,4.3,206924,13.4,516315,74.8,3148227,24.1,949538,15.2712871287,601687.445545,46.4,4583662,120.724287129,7104860.86354,107.628712871,6275054.55446,166.9,24025558,125,2421848,172.233,4202716.713,20.3,2629058
2018-08-02T01:00:00Z,23,304056,9.1,418133,14.95,7926.032,4.4,266622,8.7,551707,30.01,19221.738,56.4,9931623,74.817,8391767,154.217,18627446,3.5,149923,14.6534653465,347862.277228,7.9,329600,9.9,1384017,177.9,5109895,3.7,206928,12.3,516327,65.9,3148294,40,949570,25.3465346535,601707.722772,37.1,4583702,114.656534653,7104975.46077,104.753465347,6275157.27723,197.6,24025738,91.5,2421942,140.25,4202858.032,20.7,2629078
2018-08-02T02:00:00Z,25,304077,9.5,418141,14.517,7940.486,6.3,266627,7.8,551715,30.81,19252.057,56.4,9931684,85.15,8391852,166.55,18627613,3.6,149927,12.4188118812,347874.732673,8,329609,10.1,1384027,167.4,5110059,3.7,206932,12.1,516340,69.8,3148357,33.9,949604,21.4811881188,601729.267327,37.1,4583742,111.591188119,7105090.32433,105.918811881,6275256.73267,175.8,24025922,91.7,2422026,141.517,4202990.486,20.1,2629098
2018-08-02T03:00:00Z,25,304101,8.9,418150,14.733,7955.668,6.3,266633,7.1,551723,29.203,19280.986,55.4,9931739,66.15,8391921,146.55,18627761,3.9,149931,8.64554455446,347886.821782,8.9,329617,10.1,1384037,179.9,5110236,4,206936,12.1,516352,66.7,3148431,23.6,949637,14.9544554455,601750.178218,37.2,4583777,103.557455446,7105197.16422,99.4455445545,6275367.82178,158.8,24026104,83.3,2422108,133.233,4203122.668,20.2,2629119
2018-08-02T04:00:00Z,23,304122,10.4,418159,14.867,0.963,5.5,266639,7.2,551731,28.382,4.425,53.8,9931799,73.7,8391999,150.5,18627920,4,149934,9.04851485149,347896.712871,8,329625,10,1384047,155.5,5110409,3.8,206939,12,516364,61.1,3148498,24.7,949664,15.6514851485,601767.287129,36,4583812,102.033485149,7086011.88045,94.5485148515,6275471.71287,150.2,24026260,78.5,2422191,128.267,4195291.963,20.4,2629143
2018-08-02T05:00:00Z,13,304140,8.8,418168,13.325,12.877,5.4,266645,7.7,551738,27.8,27.837,55.2,9931854,54.083,8392055,122.283,18628049,8.9,149939,13.1148514851,347907.70297,7.6,329634,9.4,1384057,162.8,5110564,3.7,206943,12,516377,56.6,3148559,35.8,949694,22.6851485149,601786.29703,35.9,4583852,107.785148515,7086100.13403,98.8148514851,6275568.70297,139.5,24026402,84.6,2422277,131.125,4195417.877,20.2,2629163
2018-08-02T06:00:00Z,13,304155,8.8,418178,14.367,26.521,5.3,266651,7,551745,24.717,53.735,53.7,9931909,51.183,8392110,117.883,18628174,3.5,149946,8.20594059406,347916.861386,8.6,329641,9.6,1384067,146.6,5110714,3.3,206947,11.6,516389,55.8,3148615,22.4,949719,14.1940594059,601802.138614,36.6,4583887,96.7110594059,7086198.87361,88.9059405941,6275660.86139,137.8,24026542,76.4,2422354,123.767,4195542.521,21.4,2629183
2018-08-02T07:00:00Z,11,304167,9,418188,13.25,40.763,5.7,266656,7,551753,25.132,79.16,52.1,9931961,48.683,8392160,111.783,18628288,3.7,149949,8.20594059406,347925.653465,7.8,329649,9.5,1384077,121.1,5110841,3.8,206951,11.5,516401,53.6,3148671,22.4,949743,14.1940594059,601817.346535,36.2,4583922,96.5260594059,7086296.50653,86.4059405941,6275748.65347,135.7,24026680,82.2,2422437,128.75,4195674.763,20.9,2629203
2018-08-02T08:00:00Z,11,304180,8.9,418195,12.925,53.425,5.7,266662,7.1,551760,24.867,104.365,52.1,9932014,47.85,8392210,110.95,18628404,3.6,149953,7.91287128713,347933.346535,7.7,329657,10.8,1384087,122.4,5110963,3.4,206954,11.8,516412,52.8,3148726,21.6,949764,13.6871287129,601830.653465,36.6,4583957,97.7541287129,7086391.01847,84.8128712871,6275835.34653,132.4,24026816,85.9,2422516,131.625,4195797.425,20.5,2629223
2018-08-02T09:00:00Z,11,304191,8.9,418204,14.775,67.434,5.5,266667,7.7,551767,25.023,129.013,52.1,9932069,52.133,8392265,115.233,18628525,4.1,149957,7.98613861386,347941.772277,7.6,329665,9.5,1384095,128.5,5111085,4.3,206958,11.2,516424,53.6,3148781,21.8,949787,13.8138613861,601845.227723,36.9,4583997,96.4368613861,7086490.24072,85.6861386139,6275922.77228,132.8,24026956,79.6,2422595,128.375,4195923.434,20,2629243
