Time (UTC),Boilers.1.NGas_dthr,Boilers.2.NGas_dthr,Boilers.2.Oil_gpm,Chillers.i.Totals.ktons,Cogen.DB_NGas_dthr,Cogen.Turbine.NGas_dthr,Cogen.Turbine.output_kW,MicroTurbines.Total_kW,Plant.i.Campus_STMF_kpph,Plant.i.Total_STMF_kpph,Power.Charlton.Total_kW,Power.ElmSub.Total_kW,SMPL.SteamPress7041,WestWindsor.PV_kW,electricity.purchased_kW,electricity.total_kW,natural_gas.total_dthr
2016-07-01T04:00:00Z,None,None,None,5.704034,None,100.4511,6960,None,36.93784,36.93784,4571.321,6937.487,215.5678,None,11544.581,18500.581,107.722311
2016-07-01T05:00:00Z,None,None,None,5.747161,7.371129,100.1213,6960,None,35.95007,35.95007,4484.322,7002.033,218.718,None,11481.893,18435.893,107.436611
2016-07-01T06:00:00Z,None,None,None,5.663941,7.404573,92.94695,6137,None,36.51712,36.51712,4476.074,7596.98,216.5202,-15,12077.519,18199.519,100.332405
2016-07-01T07:00:00Z,None,None,None,5.534121,7.420568,92.91088,6137,None,39.62196,39.62196,4507.177,7479.9,191.9048,-14,12015.455,18132.455,100.364433
2016-07-01T08:00:00Z,None,None,None,5.322462,5.402811,104.0993,7449,None,35.25517,35.25517,4393.815,6261.55,227.5824,-15,10674.718,18116.718,111.299325
2016-07-01T09:00:00Z,None,None,None,5.582611,None,103.2269,7451,None,37.55425,37.55425,4516.674,6724.146,203.0403,-15,11228.211,18663.211,103.5054
2016-07-01T10:00:00Z,None,None,None,6.110518,0.5212006,103.9218,7459,None,35.17949,35.17949,4532.235,6973.089,200.0366,67,11368.076,18884.076,103.836
2016-07-01T11:00:00Z,None,None,None,7.285176,7.937887,103.8317,7463,None,40.00549,40.00549,4423.467,7201.172,210.1465,608,11734.437,19582.437,111.250218
2016-07-01T12:00:00Z,None,None,None,8.957652,10.59058,99.95777,6975,None,41.5834,41.5834,2559.883,9383.896,207.5092,2746,11904.024,21601.024,110.64843
2016-07-01T13:00:00Z,None,None,None,9.337086,34.09243,95.20817,6425,None,46.42651,64.15909,4511.991,10029.5,200.9158,963,14525.93,22008.93,125.76918
2016-07-01T14:00:00Z,None,None,None,10.39567,40.80519,99.76215,6963,None,43.86584,74.08288,5129.672,9723.707,209.0476,649,15025.442,22495.442,143.91187
2016-07-01T15:00:00Z,None,None,None,10.21275,59.32898,None,12947,None,43.88374,102.0447,4410.74,2328.711,211.0257,1397,6840.21,21255.21,54.17529
2016-07-01T16:00:00Z,None,None,None,11.13342,53.42759,13.58147,12954,None,46.39667,107.0829,2700.405,2217.159,206.1905,3103,4625.937,20798.937,60.3423
2016-07-01T17:00:00Z,None,None,None,11.15724,67.09641,None,10942,None,42.95478,102.3939,2301.695,4319.978,205.5311,3721,7834.256,20923.256,60.22096
2016-07-01T18:00:00Z,None,None,None,11.15969,66.6043,None,9938,None,42.76516,101.5867,1515.296,3691.804,213.0037,4364,5272.08,19539.08,56.23538
2016-07-01T19:00:00Z,None,None,None,10.49493,61.53302,14.58461,7902,None,50.22686,105.6749,1506.213,5824.249,210.293,4209,7184.458,19243.458,74.28966
2016-07-01T20:00:00Z,None,None,None,11.19048,53.33113,160.1533,13944,None,40.71309,100.8905,4709.51,-72.18051,209.9267,990,4616.04335,19579.04335,211.81228
2016-07-01T21:00:00Z,None,None,None,9.52507,40.70421,154.8463,13405,None,37.65353,84.79975,5478.198,-66.5082,206.2637,-2,5463.97719,18785.97719,196.40347
2016-07-01T22:00:00Z,None,None,None,9.030958,39.44451,149.5593,12720,None,40.19203,85.68104,4916.259,-59.08923,208.5348,307,4911.24813,18043.24813,196.50737
2016-07-01T23:00:00Z,None,None,None,9.553449,45.01292,145.7536,12345,None,37.72701,84.83199,3674.246,-75.95352,205.7509,1366,3437.4078,17548.4078,190.80781
2016-07-02T00:00:00Z,None,None,None,9.562731,44.20204,161.0495,13980,None,45.28934,94.51335,4768.83,-67.01057,207.7289,222,4681.27632,18970.27632,203.36825
2016-07-02T01:00:00Z,None,None,None,8.170049,41.06158,160.0805,13933,None,39.8564,87.11372,4866.278,-60.88575,206.044,-14,4837.66857,18637.66857,199.7439
2016-07-02T02:00:00Z,None,None,None,7.659225,40.38302,157.794,13594,None,39.07441,85.94327,4731.529,-59.16721,205.9707,-15,4718.77782,18301.77782,198.26435
2016-07-02T03:00:00Z,None,None,None,7.002697,42.85011,154.3386,13277,None,42.17576,89.05438,4687.935,-63.75098,208.9011,-14,4626.4895,17911.4895,197.47012
2016-07-02T04:00:00Z,None,None,None,6.784077,26.14162,146.6248,12508,None,40.03343,71.70992,4561.195,-50.9381,208.0952,-13,4551.85471,17005.85471,170.92746
2016-07-02T05:00:00Z,None,None,None,6.644182,41.55129,102.3696,7408,None,43.19308,73.89855,4504.636,4747.496,207.2894,-15,9252.132,16646.132,143.92089
2016-07-02T06:00:00Z,None,None,None,6.217847,39.67992,102.5291,7413,None,44.32248,72.70928,4518.157,4750.249,209.4872,-14,9244.588,16647.588,141.23659
2016-07-02T07:00:00Z,None,None,None,6.293055,37.63211,102.3343,7419,None,40.10947,65.81712,4438.567,4617.167,207.6557,-15,9058.714,16455.714,137.02687
2016-07-02T08:00:00Z,None,None,None,4.975616,32.37422,102.3034,7423,None,41.27926,64.41957,4489.194,4346.993,209.8535,None,8857.073,16261.073,135.93664
2016-07-02T09:00:00Z,None,None,None,4.599396,37.83082,102.5567,7422,None,45.01937,68.86562,4444.182,4330.425,210.4396,-15,8709.278,16109.278,139.25952
2016-07-02T10:00:00Z,None,None,None,4.751236,38.37012,102.8822,7439,None,41.52557,65.2851,4420.311,4259.345,209.0476,58,8522.493,16059.493,140.69761
2016-07-02T11:00:00Z,None,None,None,5.482231,35.47331,102.7251,7411,None,41.9454,66.16993,3069.558,4590.542,209.1941,1587,7602.176,16542.176,140.823
2016-07-02T12:00:00Z,None,None,None,5.640027,34.60539,103.0341,7411,None,41.8978,65.89687,1588.173,4120.092,207.0696,3098,5618.02,16223.02,136.09615
2016-07-02T13:00:00Z,None,None,None,5.760604,36.09532,105.2392,7866,None,46.18737,70.09526,952.107,3138.462,209.0476,3885,4261.4747,15782.4747,140.47581
2016-07-02T14:00:00Z,None,None,None,5.492338,36.12812,100.6379,7415,None,45.50508,68.67422,1062.246,3465.786,209.7802,3986,5492.2,15375.2,134.33059
2016-07-02T15:00:00Z,None,None,None,5.667336,33.72181,103.6625,7416,None,39.05975,62.73726,778.7318,3397.516,208.6813,4264,4067.2658,15732.2658,135.49516
2016-07-02T16:00:00Z,None,None,None,5.622869,37.9289,104.2156,7421,None,42.57277,66.69464,661.4495,3374.719,208.3883,4411,3932.4691,15756.4691,134.07464
2016-07-02T17:00:00Z,None,None,None,6.26848,36.73447,104.002,7405,None,45.68065,71.62901,678.7592,3684.331,209.1941,4366,4296.3947,16120.3947,139.09731
2016-07-02T18:00:00Z,None,None,None,6.186906,34.79297,104.1363,7400,None,45.08482,69.22709,2407.66,2000.421,208.9011,2264,3715.585,14241.585,135.73791
2016-07-02T19:00:00Z,None,None,None,6.152543,31.35055,104.3145,7410,None,39.67402,63.96769,2939.701,1938.344,206.7766,2148,3688.255,14199.255,136.93151
2016-07-02T20:00:00Z,None,None,None,6.252766,33.68465,104.3907,7417,None,41.92013,66.30849,2174.51,1940.066,207.5824,2471,5479.373,14072.373,138.43258
2016-07-02T21:00:00Z,None,None,None,6.147212,32.99591,104.1698,7408,None,42.43765,66.45124,3977.856,1829.018,210.3663,928,5799.535,14247.535,138.34198
2016-07-02T22:00:00Z,None,None,None,5.612427,32.96441,104.4973,7415,None,41.37959,65.50849,1777.636,1441.136,209.707,3215,3438.196,14014.196,136.6889
2016-07-02T23:00:00Z,None,None,None,5.4219,30.41785,104.2456,7408,None,41.89723,65.59817,4470.114,1344.312,208.8279,392,5795.541,13616.541,132.32807
2016-07-03T00:00:00Z,None,None,None,5.104511,31.78984,104.1379,7414,None,40.5705,63.56667,4756.58,2478.666,207.3626,64,7310.391,14799.391,139.2229
2016-07-03T01:00:00Z,None,None,None,4.663877,28.45132,103.9751,7415,None,38.15502,59.47869,4817.415,2528.445,206.7766,-14,7345.86,14746.86,132.42642
2016-07-03T02:00:00Z,None,None,None,4.322357,27.87793,104.0264,7433,None,38.94779,60.1885,4687.929,2386.595,210.4396,-15,7197.522,14603.522,131.74856
2016-07-03T03:00:00Z,None,None,None,4.154053,30.93502,104.4958,7437,None,44.30492,65.07922,4641.711,2368.094,208.0952,-15,6987.453,14393.453,131.80875
2016-07-03T04:00:00Z,None,None,None,3.892024,32.23318,103.1852,7416,None,42.91374,63.05007,4605.595,2142.51,209.707,-15,6851.994,14214.994,132.32074
2016-07-03T05:00:00Z,None,None,None,3.75879,25.18937,103.5282,7415,None,35.89676,55.38223,4532.542,2758.527,211.0989,-15,7301.355,14697.355,131.74593
2016-07-03T06:00:00Z,None,None,None,3.515977,23.52108,103.5459,7404,None,35.36038,53.35921,4447.673,2703.978,211.0257,-15,7125.598,14514.598,127.68813
2016-07-03T07:00:00Z,None,None,None,3.401652,24.14599,103.228,7408,None,38.48255,56.17294,4450.585,2604.957,210.8059,-15,7100.718,14498.718,132.38284
2016-07-03T08:00:00Z,None,None,None,3.332398,24.63215,103.2849,7407,None,41.09037,57.9417,4438.713,2347.5,208.6081,-14,6757.955,14147.955,127.16679
2016-07-03T09:00:00Z,None,None,None,3.286932,24.16522,103.5763,7401,None,39.57229,56.18784,4436.608,1140.111,209.3407,-14,5586.074,12981.074,129.37657
2016-07-03T10:00:00Z,None,None,None,3.281993,24.05359,104.7983,7402,None,38.67417,55.49503,4287.374,953.1055,207.8755,115,5087.0547,12790.0547,129.04775
2016-07-03T11:00:00Z,None,None,None,4.416118,30.34516,103.6416,7419,None,44.37408,62.46924,4241.923,1981.288,208.1685,369,6089.932,13850.932,129.40928
2016-07-03T12:00:00Z,None,None,None,4.732464,31.14457,103.5478,7421,None,41.50161,61.27137,3349.237,2346.901,206.2637,1252,5811.374,14261.374,137.21675
2016-07-03T13:00:00Z,None,None,None,5.440026,35.30091,104.4981,7685,None,44.25063,66.68712,1463.184,2724.71,207.9487,3304,4589.203,14937.203,139.98755
2016-07-03T14:00:00Z,None,None,None,5.964417,41.42737,97.15993,7408,None,50.44817,74.64575,1616.216,3959.487,211.4652,3062,5260.683,15260.683,140.67513
2016-07-03T15:00:00Z,None,None,None,6.177757,29.59292,104.3899,7393,None,38.58425,63.3366,1789.661,3452.039,208.315,3149,5560.45,15711.45,136.41077
2016-07-03T16:00:00Z,None,None,None,6.320883,36.01794,104.5439,7403,None,44.46967,70.86522,1123.659,3625.946,209.0476,3806,4773.686,15919.686,136.62034
2016-07-03T17:00:00Z,None,None,None,6.509429,38.71345,104.6813,7404,None,42.8999,70.59459,1837.37,3946.869,208.315,3067,6108.089,16333.089,139.49207
2016-07-03T18:00:00Z,None,None,None,7.064956,32.87393,104.6709,7418,None,40.86454,65.57282,682.1454,2232.767,206.5568,4171,2914.9124,14641.9124,137.54483
2016-07-03T19:00:00Z,None,None,None,7.124423,34.96293,104.8239,7409,None,46.13964,71.48824,2235.634,2100.306,208.9011,2756,3860.228,14139.228,139.90832
2016-07-03T20:00:00Z,None,None,None,6.835676,29.12002,104.6444,7428,None,39.35987,63.46745,3300.269,2022.827,208.315,1689,5400.149,14489.149,134.6077
2016-07-03T21:00:00Z,None,None,None,7.140414,34.27387,104.7714,7404,None,41.96015,67.88601,3577.609,2116.579,208.0952,1427,5675.852,14497.852,134.34187
2016-07-03T22:00:00Z,None,None,None,6.736661,32.22832,104.4048,7416,None,41.67071,66.12915,4243.78,1794.226,207.6557,681,6197.52,14310.52,131.76699
2016-07-03T23:00:00Z,None,None,None,6.011916,30.9208,104.3638,7399,None,44.08288,66.5196,4535.819,1481.755,209.8535,287,6099.571,13806.571,133.63339
2016-07-04T00:00:00Z,None,None,None,6.029212,28.34324,104.2332,7402,None,40.05299,62.1651,4740.229,3793.462,208.2418,21,8640.911,16081.911,132.87762
2016-07-04T01:00:00Z,None,None,None,5.77995,31.46074,104.4068,7581,None,41.43777,61.56262,4792.622,4071.859,208.9011,None,8817.497,16229.497,135.82342
2016-07-04T02:00:00Z,None,None,None,5.414838,26.09865,106.6399,7280,None,39.63054,58.66483,4658.044,3757.508,208.3883,-15,8142.127,15924.127,134.23032
2016-07-04T03:00:00Z,None,None,None,5.250652,28.90595,101.3561,7360,None,41.00456,59.96527,4538.767,3998.113,207.2161,-15,8536.88,15882.88,130.26205
2016-07-04T04:00:00Z,None,None,None,4.838804,23.22849,106.5381,7896,None,40.26395,57.73318,4477.272,3112.394,211.4652,-15,7600.839,15248.839,129.99599
2016-07-04T05:00:00Z,None,None,None,4.671407,23.8051,104.0148,7397,None,36.85148,55.69921,4448.119,3905.931,208.8279,-15,8358.847,15757.847,128.30562
2016-07-04T06:00:00Z,None,None,None,4.47174,23.62932,103.7362,7421,None,35.12836,52.82718,4452.625,3701.59,210.2198,-15,8159.034,15559.034,128.12116
2016-07-04T07:00:00Z,None,None,None,4.448928,26.63616,103.6015,7411,None,40.75082,59.1966,4418.822,3630.815,208.5348,-14,8032.231,15426.231,130.96479
2016-07-04T08:00:00Z,None,None,None,4.366746,24.9026,103.4978,7418,None,39.52428,57.98248,4411.592,3704.035,209.7802,-14,8036.151,15430.151,131.73557
2016-07-04T09:00:00Z,None,None,None,4.204932,28.07214,103.6425,7418,None,40.94756,59.69732,4422.651,3256.085,207.1429,-14,7667.99,15057.99,128.65779
2016-07-04T10:00:00Z,15.37765,None,None,4.260703,26.9433,103.5599,7408,None,41.03423,59.5447,4407.244,2005.316,208.5348,60,6365.138,13831.138,130.38633
2016-07-04T11:00:00Z,None,None,None,5.688416,21.70221,102.4278,7267,None,39.24504,59.75027,3203.351,2967.99,180.5495,1513,6151.739,14888.739,125.53577
2016-07-04T12:00:00Z,None,None,None,7.338003,38.5299,102.4714,7270,None,51.51955,73.99706,1820.701,4715.353,209.5604,2977,6662.622,16875.622,141.32757
2016-07-04T13:00:00Z,None,None,None,7.34228,34.15545,103.2125,7257,None,43.52859,68.83921,1329.279,4752.08,209.8535,3611,6092.436,16964.436,139.92738
2016-07-04T14:00:00Z,None,None,None,8.25715,38.58693,102.6654,7264,None,40.85359,67.99164,1118.375,5160.836,206.8498,3923,6271.048,17466.048,146.4323
2016-07-04T15:00:00Z,None,None,None,8.112835,41.34966,103.3142,7260,None,49.46223,75.98809,994.9175,5284.771,209.3407,4256,6935.9,17794.9,147.67647
2016-07-04T16:00:00Z,None,None,None,7.590345,34.2561,103.5423,7283,None,45.91362,70.34744,827.0004,5118.924,209.8535,4341,6078.7467,17682.7467,136.75754
2016-07-04T17:00:00Z,None,None,None,7.637533,33.41339,104.5254,7274,None,42.81197,67.20548,2871.461,5070.994,207.8022,2306,7851.29,17441.29,133.59431
2016-07-04T18:00:00Z,None,None,None,8.179466,31.80842,103.7166,7271,None,39.96761,66.27503,1829.235,2256.056,209.5604,3693,4269.786,14538.786,135.1659
2016-07-04T19:00:00Z,None,None,None,8.740791,35.43438,102.5448,7268,None,39.70355,70.22902,2563.261,2298.191,209.3407,2584,5125.697,14842.697,140.04389
2016-07-04T20:00:00Z,None,None,None,9.087847,41.71931,104.6861,7454,None,41.89909,77.97503,3920.237,2241.89,209.0476,1300,6096.874,15050.874,149.89463
2016-07-04T21:00:00Z,None,None,None,9.436057,52.02151,104.7883,7464,None,47.66245,86.96104,4712.316,2200.428,207.4359,508,6942.197,14920.197,157.19923
2016-07-04T22:00:00Z,None,None,None,8.878357,45.59617,104.448,7455,None,42.75117,78.93164,4975.899,2164.136,207.2894,136,7247.192,14823.192,154.05932
2016-07-04T23:00:00Z,None,None,None,8.33531,40.90019,104.2922,7464,None,40.28847,73.78745,4920.554,1835.111,209.7802,75,6755.665,14294.665,145.19239
2016-07-05T00:00:00Z,None,None,None,7.634649,43.62172,104.105,7467,None,43.29195,75.17961,4833.468,4733.82,210.5128,-34,9615.023,17044.023,146.75231
2016-07-05T01:00:00Z,None,None,None,7.542414,45.98456,104.2737,7457,None,43.31353,75.21572,4805.134,5135.315,207.1429,-14,9966.783,17398.783,148.33766
2016-07-05T02:00:00Z,None,None,None,7.522502,44.96672,104.2287,7446,None,42.74298,74.93674,4706.737,5051.859,207.4359,-15,9843.923,17294.923,144.46187
2016-07-05T03:00:00Z,None,None,None,7.129044,43.91026,103.8504,7480,None,41.85206,73.29347,4626.658,4867.161,206.2637,-15,9549.362,16991.362,148.65424
2016-07-05T04:00:00Z,None,None,None,6.680793,47.1365,103.935,7471,None,49.06201,80.18607,4484.57,4530.271,209.2674,-15,9021.64,16468.64,147.08842
2016-07-05T05:00:00Z,None,None,None,6.950458,41.23075,104.0044,7462,None,37.71671,68.86726,4535.651,5717.046,205.5311,-15,10237.983,17684.983,142.88016
2016-07-05T06:00:00Z,None,None,None,6.77987,41.05013,103.7727,7447,None,38.67853,69.75572,4540.155,6020.671,208.7546,-15,10625.76,18062.76,142.13073
2016-07-05T07:00:00Z,None,None,None,6.922607,39.15467,103.7234,7458,None,42.22311,73.5328,4522.015,6309.201,209.6337,-15,10831.571,18273.571,139.39784
2016-07-05T08:00:00Z,None,None,None,7.099641,37.89513,103.8184,7472,None,39.26276,71.06956,4519.329,6383.083,209.5604,-15,10895.953,18311.953,143.12607
2016-07-05T09:00:00Z,None,None,None,7.571278,39.47133,103.2321,7463,None,40.52585,73.04445,4553.83,6558.763,210.6593,-15,11047.828,18509.828,148.96326
2016-07-05T10:00:00Z,None,None,None,7.764882,40.18915,107.354,7459,None,41.54027,74.29699,4299.975,6486.865,208.6081,-14,10747.461,18638.461,147.11427
2016-07-05T11:00:00Z,None,None,None,9.280677,42.23647,103.5639,7471,None,41.45795,73.80733,4669.703,7432.438,207.5824,255,12102.141,19828.141,145.80037
2016-07-05T12:00:00Z,None,None,None,10.09223,44.58948,103.6729,7453,None,49.91042,82.4862,4763.967,8253.728,210.3663,440,12961.03,20819.03,156.16531
2016-07-05T13:00:00Z,None,2.61085,None,10.55592,47.72055,105.5729,7719,None,42.86512,75.31738,4580.533,8557.802,206.1905,793,13299.156,21791.156,147.62628
2016-07-05T14:00:00Z,None,33.87486,0.1,10.73062,24.75735,90.57674,5340,None,43.42624,73.84412,4580.287,11265.94,231.0989,1099,15514.97,22585.97,153.52452
2016-07-05T15:00:00Z,None,57.3167,None,11.23471,6.842819,92.25561,6037,None,44.49602,87.0536,4762.31,11287.05,201.7216,1012,15876.193,23119.193,154.885173
2016-07-05T16:00:00Z,None,41.9349,0.1,10.97042,2.313413,107.0394,8983,None,44.96848,84.90551,4054.251,8223.283,202.1612,1833,14306.549,25164.549,146.23694
2016-07-05T17:00:00Z,None,59.44981,0.1,11.91479,26.20527,92.40112,6062,None,45.92746,107.9095,3467.428,9566.904,205.8242,2317,12359.819,21390.819,179.08856
2016-07-05T18:00:00Z,None,None,None,11.07576,50.17937,167.9986,14636,None,46.17463,104.079,3052.481,-361.132,212.1978,2541,2691.349,19868.349,218.17797
2016-07-05T19:00:00Z,None,None,None,11.18967,49.95496,167.4983,14727,None,43.39136,105.4822,2253.747,-339.2278,208.9011,4131,2118.0766,20223.0766,222.82189
2016-07-05T20:00:00Z,None,None,None,11.07135,39.49654,168.6189,14756,None,38.46946,97.83699,4692.247,-650.4609,204.7985,1058,2446.7833,19938.7833,216.9274
2016-07-05T21:00:00Z,None,None,None,10.9982,49.69646,168.8193,14823,None,36.63931,95.00183,2301.859,-851.5177,204.9451,3360,1450.3413,19873.3413,218.51576
2016-07-05T22:00:00Z,None,None,None,10.99648,44.70322,168.6642,14789,None,36.89409,95.01373,2769.927,-1188.454,204.652,2897,1611.56,19272.56,216.61378
2016-07-05T23:00:00Z,None,None,None,10.16627,54.97019,168.4783,14754,None,37.97353,98.56137,4500.603,-1495.205,205.1648,926,2915.679,18734.679,215.75934
2016-07-06T00:00:00Z,None,None,None,9.552066,44.44343,168.3427,14697,None,45.58714,106.3562,5194.82,-115.9045,208.3883,156,5078.9155,19931.9155,212.78613
2016-07-06T01:00:00Z,None,None,None,8.743111,50.43172,168.3328,14753,None,46.0596,107.0546,5215.24,-669.9713,209.5604,None,4617.6808,19417.6808,219.45741
2016-07-06T02:00:00Z,None,None,None,9.538116,48.77151,103.9543,7472,None,43.12748,82.95084,5135.342,7336.196,205.3846,-15,12535.203,19994.203,152.49189
2016-07-06T03:00:00Z,None,None,None,8.342531,42.80242,101.2466,7222,None,39.3452,72.93817,4978.542,7137.176,208.315,-15,12115.718,19323.718,144.04902
2016-07-06T04:00:00Z,None,None,None,7.699839,46.17893,101.1011,7353,None,38.57248,73.8881,4811.494,6670.884,207.4359,None,11802.407,18982.407,147.16233
2016-07-06T05:00:00Z,None,None,None,7.358524,44.76589,104.1911,7468,None,40.4111,74.62399,4813.782,6262.804,207.5092,-15,11116.041,18580.041,147.79104
2016-07-06T06:00:00Z,None,None,None,7.449894,36.60247,104.1005,7466,None,39.80109,71.71477,4772.815,6313.787,206.7033,-15,11170.228,18644.228,142.90502
2016-07-06T07:00:00Z,None,None,None,6.691591,43.37048,104.3129,7496,None,39.8712,71.52026,4652.194,6407.393,206.8498,-15,11072.554,18542.554,142.25171
2016-07-06T08:00:00Z,None,None,None,7.139349,36.30988,103.9903,7469,None,41.53317,72.0713,4719.828,6290.132,209.0476,None,10999.745,18468.745,142.09597
2016-07-06T09:00:00Z,None,None,None,7.144586,39.1348,103.8072,7474,None,43.29377,74.51229,4670.029,6314.284,212.0513,-22,11013.963,18468.963,143.22151
2016-07-06T10:00:00Z,None,None,None,7.040031,34.96761,101.0775,7467,None,38.69134,69.66915,4646.983,6779.317,209.6337,94,11553.835,18861.835,141.44473
2016-07-06T11:00:00Z,None,None,None,8.768627,43.00536,103.7475,7484,None,45.53352,76.34493,4028.248,7230.706,209.8535,1194,10997.453,19792.453,146.63596
2016-07-06T12:00:00Z,None,None,None,10.2335,45.97713,104.0276,7454,None,47.34535,80.84106,2803.277,8214.657,208.3883,2849,10920.73,21255.73,153.79395
2016-07-06T13:00:00Z,None,None,None,11.04402,44.58738,104.7594,7454,None,44.72506,82.69967,2389.645,9120.463,208.5348,3441,11663.451,22762.451,152.22888
2016-07-06T14:00:00Z,None,None,None,10.39373,56.1853,139.0161,11898,None,37.6254,94.73752,4282.334,4486.707,204.5788,1403,7635.55,21407.55,188.31571
2016-07-06T15:00:00Z,None,None,None,10.5213,50.80252,169.3524,14881,None,42.4437,99.12313,2258.722,1576.859,208.9011,3892,3870.862,22602.862,216.23145
2016-07-06T16:00:00Z,None,None,None,10.57832,36.03119,169.5511,14900,None,38.67755,93.89307,2142.897,1417.593,208.1685,4041,3661.019,22586.019,212.33588
2016-07-06T17:00:00Z,None,None,None,10.91981,41.26742,169.5684,14858,None,39.3452,100.8923,3288.576,1231.626,205.3846,2591,3206.082,22405.082,218.92776
2016-07-06T18:00:00Z,None,None,None,11.05733,48.75278,169.1435,14857,None,41.93624,104.1323,4802.062,1544.027,208.022,1490,6669.246,22632.246,221.88861
2016-07-06T19:00:00Z,None,None,None,10.57373,47.56174,169.2237,14856,None,37.35878,98.11165,4056.708,-2390.457,210.5861,3156,2732.763,18680.763,218.79843
2016-07-06T20:00:00Z,None,None,None,10.58226,41.55533,169.2152,14853,None,36.9213,98.49125,1878.367,-2662.76,209.1941,4029,-563.65,18438.35,212.4962
2016-07-06T21:00:00Z,None,None,None,10.54426,45.56369,169.4893,14870,None,32.6983,92.81684,2496.141,-2984.026,206.7766,3400,-71.347,17932.653,212.5289
2016-07-06T22:00:00Z,None,None,None,10.13932,40.84493,168.9901,14862,None,38.93338,95.47241,2926.087,-3293.566,206.1172,2741,-232.391,17362.609,217.14033
2016-07-06T23:00:00Z,None,None,None,9.958768,51.39577,169.2186,14822,None,38.73753,100.1412,4234.236,-3461.779,206.1172,1228,730.456,16787.456,217.51958
2016-07-07T00:00:00Z,None,None,None,9.901137,51.33067,168.9768,14854,None,38.02005,100.2859,5321.038,-2035.683,208.5348,80,3278.282,18136.282,215.96097
2016-07-07T01:00:00Z,None,None,None,9.405712,56.03715,168.4393,14617,None,47.09842,108.0039,5239.794,-439.2412,206.9963,-13,4706.1919,19426.1919,217.31474
2016-07-07T02:00:00Z,None,None,None,10.54254,54.35771,104.3759,7532,None,40.60332,85.60332,5235.323,7691.394,208.6081,-15,12949.034,20466.034,156.7716
2016-07-07T03:00:00Z,None,None,None,10.00257,50.3209,100.6327,7018,None,42.07333,82.47935,5053.312,8038.1,209.1941,-15,13087.176,20097.176,148.28791
2016-07-07T04:00:00Z,None,None,None,8.868663,43.91253,106.5085,7542,None,40.04813,77.59477,4855.961,6790.295,208.8279,-15,11647.095,19425.095,147.8247
2016-07-07T05:00:00Z,None,None,None,8.452858,39.36277,104.028,7536,None,36.26077,72.67843,4842.54,8182.625,210,-15,12951.012,20456.012,146.43584
2016-07-07T06:00:00Z,None,None,None,8.55666,42.79241,104.2709,7538,None,38.4299,74.28576,4797.787,8011.7,208.022,None,12836.397,20339.397,149.33867
2016-07-07T07:00:00Z,None,None,None,8.265886,40.0061,104.3887,7521,None,38.62253,72.48785,4755.653,8042.055,208.0952,-15,12793.002,20318.002,143.03426
2016-07-07T08:00:00Z,None,None,None,8.237017,38.41567,103.2084,7518,None,39.09613,72.2166,4809.804,7950.161,208.2418,-15,12661.849,20155.849,141.53189
2016-07-07T09:00:00Z,None,None,None,8.284159,40.05878,103.7703,7511,None,40.50896,73.45857,4867.976,7987.561,208.1685,-25,12785.16,20290.16,142.38328
2016-07-07T10:00:00Z,None,None,None,8.669044,43.59813,102.0606,7488,None,38.91283,74.5833,4725.838,8688.038,207.2894,55,13255.36,20609.36,149.31566
2016-07-07T11:00:00Z,None,None,None,10.16883,46.57265,102.4826,7379,None,42.70485,78.77516,4254.248,9639.203,207.3626,1075,13812.262,22244.262,149.51493
2016-07-07T12:00:00Z,None,None,None,11.71812,46.0416,103.5018,7432,None,45.50051,83.46434,3017.71,11252.95,208.9744,2548,14281.555,24214.555,148.88227
2016-07-07T13:00:00Z,None,None,None,13.13357,52.09309,104.2865,7144,None,41.83445,81.19492,2634.617,12141.07,207.4359,3260,14418.154,25161.154,151.15523
2016-07-07T14:00:00Z,8.371264,4.210448,0.1,12.76734,43.66001,169.0806,14851,None,36.99086,90.83334,4203.814,4576.669,209.5604,1879,8660.48,25424.48,208.31003
2016-07-07T15:00:00Z,70.9096,59.91823,0.1,10.84401,None,None,None,None,55.83641,55.83641,5675.042,18803.38,80.10989,-15,24380.168,24364.168,86.37519
2016-07-07T16:00:00Z,127.5025,None,None,14.56816,None,None,None,None,39.68002,101.2846,2380.495,19007.06,203.6264,3784,21550.041,25226.041,128.9998
2016-07-07T17:00:00Z,131.4184,None,None,13.17071,None,None,None,None,44.7834,106.8359,8596.824,9307.145,207.1429,777,17970.793,18717.793,132.5257
2016-07-07T18:00:00Z,128.7309,None,None,13.43397,None,None,None,None,40.74712,104.1407,8712.284,8704.366,210.5861,482,17453.775,17934.775,133.8668
2016-07-07T19:00:00Z,129.7536,None,None,12.67986,None,None,3354,None,47.36651,105.9373,5648.882,8632.045,204.2125,3549,14822.608,17501.608,121.7224
2016-07-07T20:00:00Z,124.0573,None,None,10.33903,2.608427,None,9067,None,42.10955,104.2291,7276.193,717.5621,207.1429,1558,8125.9973,18505.9973,125.4624
2016-07-07T21:00:00Z,None,None,None,10.18018,45.76436,3.697552,14211,None,35.30882,97.86132,4356.425,-3484.259,206.5568,1222,970.131,16754.131,49.94285
2016-07-07T22:00:00Z,None,None,None,11.59664,49.50356,167.1137,14630,None,37.51752,100.4831,3703.068,1413.998,208.7546,1900,5208.784,21582.784,219.20724
