Time (UTC),Boilers.1.NGas_dthr,Boilers.2.NGas_dthr,Boilers.2.Oil_gpm,Chillers.i.Totals.ktons,Cogen.DB_NGas_dthr,Cogen.Turbine.NGas_dthr,Cogen.Turbine.output_kW,MicroTurbines.Total_kW,Plant.i.Campus_STMF_kpph,Plant.i.Total_STMF_kpph,Power.Charlton.Total_kW,Power.ElmSub.Total_kW,SMPL.SteamPress7041,WestWindsor.PV_kW,electricity.purchased_kW,electricity.total_kW,natural_gas.total_dthr
2016-07-29T11:00:00Z,None,None,None,9.758075,32.70623,103.2637,7471,260.5836,39.10229,63.67112,5149.195,8322.314,209.2674,80,13269.361,21088.5434,135.57966
2016-07-29T12:00:00Z,None,None,None,10.14191,41.13139,103.3951,7460,263.5714,42.98235,67.21883,5449.741,9100.671,216.3736,42,14492.181,22266.5493,146.34049
2016-07-29T13:00:00Z,None,None,None,10.51165,38.31357,103.5968,7462,262.3692,43.25066,68.89152,5407.143,9601.296,210.2198,303,15008.439,23035.8082,141.91037
2016-07-29T14:00:00Z,None,None,None,11.03915,32.31461,103.311,7466,261.2694,40.28299,66.06705,4350.893,10454.54,211.9048,1738,14950.028,24148.9201,136.02253
2016-07-29T15:00:00Z,None,None,None,11.28809,35.18411,103.4589,7451,261.4821,41.62091,68.26349,2787.704,10530.83,212.4176,2917,12371.398,24411.2801,142.9793
2016-07-29T16:00:00Z,None,None,None,11.3375,32.88395,103.8368,7464,260.4272,37.05825,64.90341,1739.688,10707.29,210,4415,12429.633,24569.232,135.56834
2016-07-29T17:00:00Z,2.092816,None,None,11.3358,33.58076,103.8556,7461,262.6577,34.12974,65.59857,1564.443,6461.428,211.392,4415,8526.123,20212.5386,139.89074
2016-07-29T18:00:00Z,31.49978,None,None,11.5258,6.795803,104.333,7462,None,35.07569,67.61514,1952.658,7060.923,214.1026,3930,9085.029,20792.029,142.774038
2016-07-29T19:00:00Z,None,None,None,11.50446,32.92983,104.0268,7470,None,35.22529,68.81217,4708.889,6913.711,206.63,1026,11267.831,19788.831,136.82209
2016-07-29T20:00:00Z,None,None,None,11.44637,25.70443,105.4536,7519,-0.9092805,31.68889,61.99265,2982.977,6489.917,204.2857,3080,9554.43,19572.43,132.57911
2016-07-29T21:00:00Z,None,None,None,11.31906,30.30734,105.1329,7526,257.3153,35.94049,65.36745,2443.516,5877.483,207.6557,3421,8394.759,19628.1345,134.80045
2016-07-29T22:00:00Z,None,None,None,11.14349,27.37725,105.385,7531,263.959,32.57201,61.37529,3086.952,5457.299,209.9267,2581,8615.139,19004.7666,133.51128
2016-07-29T23:00:00Z,None,None,None,10.63559,35.00187,104.8279,7550,260.4767,34.16499,70.3853,4666.506,5066.734,207.6557,820,9740.93,18412.8127,143.78249
2016-07-30T00:00:00Z,None,None,None,10.38835,53.84651,104.5991,7530,265.9803,38.22654,83.22654,5277.604,7240.069,207.1429,-8,12535.259,20316.0089,157.79317
2016-07-30T01:00:00Z,None,None,None,9.20725,47.44753,104.7827,7511,263.5673,37.90357,78.86576,5187.063,8017.764,204.9451,-15,13259.196,21022.3805,146.69142
2016-07-30T02:00:00Z,None,None,None,8.869045,45.7524,104.5274,7517,260.1995,36.49707,79.533,5049.663,8040.736,205.7509,-15,13025.639,20793.6095,149.92523
2016-07-30T03:00:00Z,None,None,None,8.326238,46.45342,104.3699,7531,259.9844,35.15111,80.15111,4943.808,8891.299,203.6264,-14,13916.006,21680.9262,152.14939
2016-07-30T04:00:00Z,None,None,None,6.520377,36.24718,104.3683,7529,259.7861,32.24543,69.06223,4820.71,7268.205,207.1429,-14,12161.778,19923.1497,139.77994
2016-07-30T05:00:00Z,None,None,None,6.918484,53.23065,103.8465,7458,263.41,38.92026,83.92026,4824.212,6994.909,207.3626,None,11867.53,19558.7334,154.34361
2016-07-30T06:00:00Z,None,None,None,8.244407,55.2967,103.6496,7451,265.7888,38.32549,83.32549,4769.672,6943.086,210.8059,-15,11740.577,19445.3304,158.03536
2016-07-30T07:00:00Z,None,None,None,7.640913,41.2944,103.0886,7450,260.2545,34.98902,73.66746,4774.149,6826.985,205.4579,-15,11601.134,19297.3885,144.383
2016-07-30T08:00:00Z,None,None,None,7.509366,36.95726,103.3062,7463,262.2272,33.18083,69.6013,4761.608,6807.311,208.4615,-15,11601.501,19301.4531,141.50405
2016-07-30T09:00:00Z,None,None,None,7.122936,43.65112,103.6364,7465,264.6104,33.90007,71.82101,4772.57,6834.453,208.0952,-14,11611.632,19312.9897,144.61576
2016-07-30T10:00:00Z,None,None,None,7.776011,44.95348,103.2485,7452,262.8457,35.71992,75.88759,4870.905,6777.841,207.1429,-17,11648.746,19343.5917,148.20198
2016-07-30T11:00:00Z,None,None,None,12.69037,45.14508,103.8617,7453,263.7368,36.64585,76.50039,4325.708,7243.896,208.9011,596,11329.388,19660.9023,147.78317
2016-07-30T12:00:00Z,None,None,None,10.12658,37.2143,103.4617,7473,264.0993,35.91002,67.00316,4081.345,7813.994,210.3663,964,11958.259,20519.8488,142.98303
2016-07-30T13:00:00Z,None,None,None,10.92064,40.43345,104.0665,7455,265.4468,35.26752,71.80025,2169.741,8198.976,207.8755,3044,10203.044,20726.9063,144.54883
2016-07-30T14:00:00Z,None,None,None,11.60568,34.91317,104.3394,7457,256.9322,34.4171,70.48718,4033.881,8465.491,204.7253,1260,12469.33,21436.3646,141.1549
2016-07-30T15:00:00Z,None,None,None,11.75088,41.37598,104.3939,7457,266.8953,35.66528,73.10645,2784.705,8331.622,210.8059,2222,10247.677,21325.4958,147.90388
2016-07-30T16:00:00Z,None,None,None,12.08965,33.17379,103.9663,7456,261.7993,35.05386,67.99948,3841.329,9922.44,207.5092,1901,13940.974,22982.9169,137.18707
2016-07-30T17:00:00Z,None,None,None,11.86254,32.62109,104.4465,7436,261.2165,33.88298,64.27301,4448.284,6807.22,210,1018,11241.22,20017.1101,140.45565
2016-07-30T18:00:00Z,None,None,None,12.32181,34.87554,104.1827,7462,261.2467,37.95686,68.97124,4763.537,6591.526,208.315,648,11334.943,19708.9345,138.34804
2016-07-30T19:00:00Z,None,None,None,12.67513,35.40772,104.2749,7431,263.632,33.79318,64.85513,5319.416,6786.288,209.4872,97,12094.264,19907.2875,137.61369
2016-07-30T20:00:00Z,None,None,None,9.794551,39.07567,103.8978,7464,258.1338,44.22864,70.69778,5409.932,4862.267,203.6264,15,10270.909,18003.8005,135.93185
2016-07-30T21:00:00Z,None,None,None,9.637945,50.74063,103.8584,7471,263.9189,53.23291,78.7315,5260.218,4646.867,207.8022,36,9925.377,17703.0623,155.27082
2016-07-30T22:00:00Z,None,None,None,9.866392,43.69071,103.7527,7465,262.313,47.86425,72.22876,5173.055,4421.111,207.6557,39,9594.166,17357.479,147.44341
2016-07-30T23:00:00Z,None,None,None,9.210661,38.08885,104.0477,7467,263.251,43.04957,67.4166,5095.93,4069.236,207.1429,-6,9271.596,16978.0204,139.45967
2016-07-31T00:00:00Z,None,None,None,9.419054,34.49505,103.8685,7452,261.2682,39.53887,64.74379,5153.489,5772.541,207.1429,-14,11000.64,18695.8309,139.94822
2016-07-31T01:00:00Z,None,None,None,8.310989,21.90659,165.4961,14316,266.0936,39.3854,70.49282,5074.56,-72.47243,209.5604,-15,4989.02747,19531.14597,187.52378
2016-07-31T02:00:00Z,None,None,None,8.06274,28.99788,170.1427,14889,261.2654,37.36452,81.86718,4963.978,198.8393,206.5568,-15,5174.1043,20277.0627,201.17205
2016-07-31T03:00:00Z,None,None,None,7.290083,30.01443,170.0969,14904,261.5327,37.77803,82.77803,4942.015,4.764924,205.8974,-15,4966.44674,20150.77924,201.95013
2016-07-31T04:00:00Z,None,None,None,7.686833,28.79609,168.2346,14690,263.5917,35.08789,80.08789,4866.534,-68.88025,207.1429,-14,4828.95123,19846.73293,202.16323
2016-07-31T05:00:00Z,None,None,None,7.079062,34.95113,165.5242,14476,262.3265,38.15464,83.15464,4837.429,-57.53117,205.3846,-15,4756.65239,19433.61089,195.31677
2016-07-31T06:00:00Z,None,None,None,7.194387,34.27501,166.5927,14404,264.6421,36.95399,81.95399,4793.797,-67.82249,207.0696,-15,4728.52219,19568.29149,202.64571
2016-07-31T07:00:00Z,None,None,None,7.11688,28.55714,165.7934,14375,257.46,35.57124,80.57124,4766.767,-68.50505,204.1392,-15,4717.72027,19375.81947,197.58165
2016-07-31T08:00:00Z,None,None,None,7.208596,30.52917,165.2841,14418,264.3011,35.0919,80.0919,4756.721,-68.50912,206.1172,-15,4683.08292,19294.31992,196.18408
2016-07-31T09:00:00Z,None,None,None,7.324522,36.29227,165.252,14343,264.9602,38.74144,83.74145,4796.074,-64.39134,206.5568,-15,4734.05852,19311.88172,198.20716
2016-07-31T10:00:00Z,None,None,None,7.671273,31.10337,166.4492,14689,262.8438,36.79948,81.79948,4854.062,-61.80917,205.6044,-26,4783.57595,19568.42345,199.15444
2016-07-31T11:00:00Z,None,None,None,8.866352,27.35609,168.6558,14738,260.6089,37.6468,80.83438,4522.095,318.5038,201.4286,390,4789.775,19948.9817,190.64189
2016-07-31T12:00:00Z,None,None,None,10.41931,44.85509,103.3571,7444,264.851,39.5292,73.08772,4664.685,9081.448,210.5861,281,13706.901,21639.1645,145.434
2016-07-31T13:00:00Z,None,None,None,10.89227,42.46186,103.3439,7447,258.6061,39.87976,75.96484,3774.02,9284.547,204.7985,1353,13058.567,22117.1731,145.80576
2016-07-31T14:00:00Z,None,None,None,11.01059,40.7803,103.5507,7449,259.6457,38.39096,72.39948,2458.607,9530.981,206.5568,2415,11351.623,22504.7458,142.83484
2016-07-31T15:00:00Z,None,None,None,11.53687,37.3715,103.9049,7432,264.1457,34.27034,67.27503,4251.244,9501.846,210.293,920,13670.629,22275.0926,143.8463
2016-07-31T16:00:00Z,None,None,None,11.73663,37.38686,104.2777,7438,260.3164,36.66716,70.96653,3072.661,9828.419,206.044,2342,13012.157,22726.0605,141.0803
2016-07-31T17:00:00Z,None,None,None,11.75712,28.55083,103.9883,7432,264.8609,34.86563,62.32196,3428.838,6929.743,210.1465,1807,10308.897,19851.3311,136.05353
2016-07-31T18:00:00Z,None,None,None,11.9443,32.98298,103.9194,7447,264.6112,36.33303,64.94928,3844.507,6840.383,208.1685,1444,10592.551,19826.9938,135.1168
2016-07-31T19:00:00Z,None,None,None,11.86234,30.62466,103.5931,7441,257.2946,35.71181,63.96994,991.0341,6903.99,206.4835,4307,7940.554,19905.5208,133.4298
2016-07-31T20:00:00Z,None,None,None,12.3131,28.99886,103.8324,7430,264.6247,35.33161,60.2513,4288.374,7334.987,209.707,990,11666.152,20350.6144,132.56298
2016-07-31T21:00:00Z,None,None,None,12.06157,27.58293,104.4444,7434,260.1498,37.15896,61.25418,4023.846,7403.635,208.022,1278,11471.886,20372.6398,134.69164
2016-07-31T22:00:00Z,None,None,None,11.63928,27.84579,103.8745,7434,263.6945,36.44237,59.7662,4588.518,6822.264,210.1465,521,11620.502,19808.2822,133.36914
2016-07-31T23:00:00Z,None,None,None,10.82143,24.86189,104.3675,7450,260.7881,35.27253,59.52993,4481.857,6007.706,210.8059,570,10504.291,18844.3274,134.67536
2016-08-01T00:00:00Z,None,None,None,10.23484,32.80592,103.8849,7433,263.0748,38.03426,64.18301,5030.596,5932.557,209.8535,-8,10971.162,18664.982,134.6851
2016-08-01T01:00:00Z,None,None,None,9.884069,28.72096,103.9715,7451,262.1613,34.45481,60.53281,5040.771,7554.932,210,-15,12632.792,20330.5286,136.18563
2016-08-01T02:00:00Z,None,None,None,9.168559,28.84019,103.5923,7451,265.6277,36.99353,62.51674,4781.916,6956.385,209.1941,-14,11839.658,19538.8713,132.82353
2016-08-01T03:00:00Z,None,None,None,8.993898,33.81599,103.8809,7432,262.7796,38.68141,65.68398,4842.173,6492.672,208.6081,-14,11357.378,19021.5646,137.24504
