Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-07-01T04:00:00Z,8,296964,8.1,411943,8.125,5536.249,3.6,263654,6.6,546491,26.008,16005.915,53.1,9888980,49.283,8338822,110.383,18524766,3.6,146732,7.10693069307,341895.019802,5.4,325636,11.7,1376819,157.4,4992619,4.1,203445,11.8,506368,41.6,3107928,19.4,933281,12.2930693069,591385.980198,48.7,4553282,110.501069307,7043860.8952,67.7069306931,6211746.0198,117.5,23908782,89.7,2321229,125.625,4077934.249,15.4,2615191
2018-07-01T05:00:00Z,8,296965,8.1,411944,7.983,5536.249,3.5,263654,7.9,546491,26.008,16007.627,53.1,9888985,49.283,8338825,110.383,18524775,3.6,146732,7.10693069307,341895.019802,5.4,325637,11.7,1376821,147,4992630,4.1,203445,11.8,506370,41.6,3107930,19.4,933281,12.2930693069,591385.980198,48.7,4553282,110.501069307,7043866.6072,67.8069306931,6211750.0198,121.3,23908788,85,2321234,121.983,4077941.249,15.5,2615193
2018-07-01T06:00:00Z,8,296974,9.7,411952,8.092,5544.513,3.5,263657,7.5,546498,24.945,16032.496,53.1,9889041,49.3,8338875,110.4,18524890,3.7,146735,6.59405940594,341901.980198,5.4,325642,9.1,1376830,152.7,4992785,3.4,203449,12.1,506382,41,3107973,18,933300,11.4059405941,591398.019802,49,4553332,106.550940594,7043974.5158,67.5940594059,6211817.9802,117.4,23908912,88.1,2321322,125.692,4078064.513,16.3,2615208
2018-07-01T07:00:00Z,8,296981,8.1,411960,8.45,5553.435,4,263662,6.3,546504,25.587,16057.428,51.7,9889097,49.85,8338925,109.55,18525003,4.1,146739,6.63069306931,341908.940594,5.4,325648,9.1,1376839,140.3,4992926,3.1,203451,11.9,506394,44.1,3108013,18.1,933319,11.4693069307,591410.059406,48.2,4553382,106.256306931,7044082.48741,69.5306930693,6211883.94059,115.4,23909026,86.6,2321405,121.95,4078183.435,14.7,2615223
2018-07-01T08:00:00Z,8,296989,8.2,411968,8.127,5561.322,3.8,263665,6.5,546511,23.863,16082.393,52.9,9889151,47.817,8338975,108.717,18525115,3.6,146743,6.8504950495,341916.267327,5.4,325653,9.4,1376849,136.1,4993057,4.1,203455,12.4,506406,41.5,3108056,18.7,933339,11.8495049505,591422.732673,48.2,4553427,105.71250495,7044187.12567,67.8504950495,6211953.26733,113.3,23909146,85.8,2321487,121.927,4078300.322,15.9,2615238
2018-07-01T09:00:00Z,8,296998,8,411976,8.327,5569.554,3.5,263668,5.5,546516,24.99,16107.256,53.8,9889206,47.867,8339025,109.667,18525229,3.8,146747,6.81386138614,341923.594059,5.5,325659,9.1,1376858,128.5,4993184,3.2,203459,12.1,506418,40.5,3108098,18.6,933359,11.7861386139,591435.405941,48,4553477,105.976138614,7044295.66194,66.5138613861,6212022.59406,117.8,23909260,85.9,2321568,119.927,4078415.554,15.4,2615254
2018-07-01T10:00:00Z,8,297006,7.7,411984,8.75,5578.716,3.5,263672,6.3,546522,24.117,16131.859,48.7,9889256,46.817,8339070,103.517,18525332,5,146750,7.03366336634,341929.821782,3.2,325663,8.1,1376867,144.2,4993327,3.1,203462,12.1,506430,41.1,3108139,19.2,933376,12.1663366337,591446.178218,48.1,4553527,104.583336634,7044402.03722,68.5336633663,6212087.82178,121.4,23909374,110,2321653,142.55,4078534.716,15.4,2615269
2018-07-01T11:00:00Z,7,297013,7.6,411992,8.25,5586.075,3.5,263676,5.4,546528,29.7,16157.877,48.2,9889306,65.317,8339136,120.517,18525455,3.9,146754,6.74059405941,341936.415842,3.1,325666,8,1376875,133.7,4993462,4.1,203465,12,506442,43.5,3108180,18.4,933394,11.6594059406,591457.584158,47.5,4553572,108.859405941,7044504.46116,69.1405940594,6212155.41584,123.8,23909506,144.8,2321802,176.75,4078715.075,15,2615285
2018-07-01T12:00:00Z,7,297019,7.6,412000,9.6,5595.102,3.7,263679,6.4,546534,30.623,16187.228,53.3,9889357,64.65,8339199,124.95,18525575,4.2,146758,7.10693069307,341943.742574,3.2,325669,8.7,1376884,151.4,4993608,3.1,203469,11.9,506454,41,3108220,19.4,933414,12.2930693069,591470.257426,45.5,4553617,109.016069307,7044612.48543,68.0069306931,6212221.74257,157.7,23909650,165.9,2321956,199.5,4078902.102,15.7,2615300
2018-07-01T13:00:00Z,7,297026,7.7,412007,8.977,5604.659,3.6,263682,7.2,546541,34.058,16215.764,50,9889411,65.65,8339268,122.65,18525705,3.9,146762,6.59405940594,341951.069307,3.1,325672,9.9,1376893,164.9,4993769,3.1,203472,13,506466,42.4,3108261,18,933434,11.4059405941,591482.930693,45.5,4553662,113.863940594,7044719.69469,67.9940594059,6212289.06931,147.4,23909798,169.5,2322122,203.177,4079100.659,15.1,2615315
