Time (UTC),1915Hall.kW,1915Hall.kWh,1927Hall.kW,1927Hall.kWh,1937Feinberg.kW,1937Feinberg.kWh,1938Hall.kW,1938Hall.kWh,1939Hall.kW,1939Hall.kWh,Blair.kW,Blair.kWh,Bloomberg.kW,Bloomberg.kWh,Butler.kW,Butler.kWh,Butler.wv.kW,Butler.wv.kWh,Buyers.kW,Buyers.kWh,CampbellR.kW,CampbellR.kWh,DodgeOsborn.kW,DodgeOsborn.kWh,Edwards.kW,Edwards.kWh,Forbes.kW,Forbes.kWh,Gauss.kW,Gauss.kWh,Hamilton.kW,Hamilton.kWh,Holder.kW,Holder.kWh,JolineCampbell.kW,JolineCampbell.kWh,JolineCampbellM.kW,JolineCampbellM.kWh,Little.kW,Little.kWh,Mathey.wv.kW,Mathey.wv.kWh,Rocky.wv.kW,Rocky.wv.kWh,Whitman.kW,Whitman.kWh,Wilcox.kW,Wilcox.kWh,Wilson.wv.kW,Wilson.wv.kWh,Witherspoon.kW,Witherspoon.kWh
2018-10-01T04:00:00Z,12,320064,14.9,432931,12.39,9004.602,6.3,274379,26.6,567391,32.593,23673.287,74.8,14859,116.9,8505921,203.7,8840844,5.7,156186,15.3128712871,361770.247525,9.1,338794,14.9,1403732,118.9,5321748,4.8,213119,14.2,537980,61.2,3230340,41.8,987535,26.4871287129,625764.752475,58.2,4656099,146.380128713,7247249.03948,109.012871287,6413653.24752,184.3,24276080,101.7,2610931,175.79,4446549.602,26.8,2665357
2018-10-01T05:00:00Z,12,320064,14.8,432933,12.018,9005.809,6.8,274379,13,567391,33.84,23678.66,74.8,14864,116.9,8505927,203.7,8840855,4.4,156187,13.0415841584,361770.247525,9.1,338794,14.9,1403732,118.9,5321759,4.4,213119,14.2,537980,61.2,3230345,35.6,987535,22.5584158416,625764.752475,58.2,4656099,143.698415842,7247254.41248,105.441584158,6413662.24752,159,24276092,101.7,2610937,161.818,4446558.809,26.8,2665360
2018-10-01T06:00:00Z,12,320074,10.5,432943,11.742,9016.41,5.7,274385,7.8,567401,28.56,23709.994,58.8,14929,101.567,8506044,172.367,8841047,3.7,156191,8.90198019802,361781.60396,8.8,338804,14.6,1403752,124.4,5321875,4.5,213124,18.8,537999,77.2,3230407,24.3,987566,15.398019802,625784.39604,57.3,4656160,134.658019802,7247405.39004,115.301980198,6413766.60396,160.9,24276252,99.4,2611027,148.442,4446700.41,25.5,2665387
2018-10-01T07:00:00Z,12,320086,10,432954,10.458,9027.612,5.3,274391,11.9,567412,25.933,23736.545,58.1,14984,69,8506123,139.1,8841193,3.8,156194,9.15841584158,361790.029703,8.7,338812,17.5,1403767,107.7,5321988,3.9,213128,12.5,538011,58.1,3230475,25,987589,15.8415841584,625798.970297,48.2,4656210,119.974584158,7247523.5153,95.7584158416,6413871.0297,140.7,24276396,98.9,2611123,149.158,4446847.612,24.7,2665412
2018-10-01T08:00:00Z,12,320099,9.6,432964,10.247,9037.541,5.1,274396,6.8,567421,25.84,23763.152,56.4,15039,62.167,8506186,130.567,8841324,2.9,156197,8.49900990099,361799.188119,7.4,338820,13.1,1403782,101,5322093,3.9,213132,12.8,538024,49.9,3230526,23.2,987614,14.700990099,625814.811881,47.5,4656260,113.940990099,7247643.96388,80.899009901,6413954.18812,120.3,24276538,89.6,2611212,132.647,4446982.541,19.6,2665432
2018-10-01T09:00:00Z,16,320114,9.4,432974,9.935,9047.604,4.8,274401,6.5,567428,24.573,23787.887,56.7,15095,57.25,8506247,129.95,8841456,4.2,156200,8.60891089109,361808.346535,7.5,338827,12.8,1403794,88.9,5322194,3.9,213136,12,538036,47.3,3230576,23.5,987639,14.8910891089,625830.653465,46.4,4656305,110.664089109,7247753.54047,80.1089108911,6414037.34653,123.3,24276660,84.6,2611303,126.635,4447116.604,20,2665453
2018-10-01T10:00:00Z,10,320126,9.2,432983,9.75,9057.562,4.8,274406,6.4,567434,24.687,23810.004,55.1,15150,63.833,8506309,128.933,8841585,2.9,156203,8.35247524752,361816.405941,7.5,338834,12.8,1403807,118.7,5322303,3.9,213140,16.7,538050,48.8,3230626,22.8,987661,14.4475247525,625844.594059,46.1,4656350,114.734524752,7247861.59806,80.2524752475,6414118.40594,164.3,24276796,138.4,2611418,179.95,4447272.562,20.2,2665473
2018-10-01T11:00:00Z,11,320139,9.3,432993,9.92,9067.388,5.2,274412,6.6,567442,25.04,23835.135,58.7,15210,78.833,8506382,148.533,8841731,2.7,156206,9.92772277228,361824.831683,5.5,338842,12.9,1403822,123.1,5322426,4,213144,13.1,538065,47.5,3230676,27.1,987684,17.1722772277,625859.168317,46.4,4656400,114.612277228,7247981.30332,82.4277227723,6414200.83168,166.7,24276978,150.2,2611572,190.72,4447472.388,22.3,2665494
2018-10-01T12:00:00Z,10,320149,9.3,433003,10.847,9077.529,5.6,274417,7.3,567449,27.647,23862.301,61.1,15270,74.067,8506460,145.167,8841879,3.4,156209,8.86534653465,361833.990099,5.6,338847,12,1403833,126.7,5322555,5.1,213148,14,538079,50.8,3230726,24.2,987709,15.3346534653,625875.009901,49,4656450,117.981653465,7248099.3109,83.7653465347,6414285.9901,184.1,24277164,162.2,2611738,205.947,4447679.529,20.7,2665517
2018-10-01T13:00:00Z,10,320159,9.1,433013,10.58,9088.726,6.5,274422,18,567461,35.518,23892.645,63.1,15331,102.15,8506551,175.25,8842041,8.8,156227,8.57227722772,361843.148515,5.5,338853,13.8,1403847,155.1,5322703,4.2,213152,16.2,538094,52.8,3230776,23.4,987734,14.8277227723,625890.851485,53.2,4656500,133.545722772,7248224.49649,93.0722772277,6414393.14851,220.2,24277366,184.9,2611914,238.78,4447903.726,22.9,2665547
